## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
Grm2	7	-1	491	228
Grm3	7	-2	491	29
U2af1	7	0	491	581
Adamts7	7	7	491	4317
Mthfd1	7	7	491	4317
Mat2b	7	7	491	4317
Inka2	7	7	491	4317
Sephs1	7	7	491	4317
Mmadhc	7	7	491	4317
Plekha5	7	0	491	581
Rnf20	7	2	491	2495
Arrb1	7	-2	491	29
Glo1	7	2	491	2495
Ehmt2	7	-2	491	29
Pgd	7	2	491	2495
Tmbim6	7	7	491	4317
Glra3	7	7	491	4317
Krt5	7	-2	491	29
Krt7	7	1	491	1253
Amhr2	7	0	491	581
Lmx1a	7	-2	491	29
Aldh7a1	7	1	491	1253
Nr3c2	7	-1	491	228
Ptpa	7	7	491	4317
Kcnq3	7	7	491	4317
Scn2a	7	0	491	581
Tars	7	7	491	4317
Ifna	7	7	491	4317
Hsd3b	7	-1	491	228
Egln3	7	-4	491	-198
Laptm4b	7	7	491	4317
Lyve1	7	-3	491	-113
Steap4	7	1	491	1253
Cspg4	7	-2	491	29
Tlr3	7	-4	491	-198
Kirrel	7	7	491	4317
Fut10	7	7	491	4317
Havcr1	7	-3	491	-113
Sardh	7	7	491	4317
Nlgn1	7	2	491	2495
Ash1l	7	2	491	2495
Tet3	7	2	491	2495
Mtrr	7	2	491	2495
Iglon5	7	7	491	4317
Mrgprd	7	-2	491	29
Rho	7	-3	491	-113
Chpt1	7	7	491	4317
Duoxa1	7	7	491	4317
Prmt7	7	1	491	1253
Lrrtm3	7	7	491	4317
Cep290	7	2	491	2495
Tph2	7	-1	491	228
Wdpcp	7	7	491	4317
Kdm6b	7	-6	491	-300
Unk	7	1	491	1253
Chdh	7	7	491	4317
Krt79	7	7	491	4317
Ticam2	7	3	491	3825
Grp	7	2	491	2495
Kdm2a	7	7	491	4317
Rorb	7	1	491	1253
Dyrk3	7	1	491	1253
Camsap1	7	0	491	581
Rspo4	7	7	491	4317
Gpr171	7	7	491	4317
Rsbn1	7	1	491	1253
Ddx58	7	2	491	2495
Elp1	7	1	491	1253
Sesn2	7	-1	491	228
Nppa	7	-3	491	-113
Cc2d2a	7	7	491	4317
Mat2a	7	7	491	4317
Wnk1	7	2	491	2495
Zfp212	7	7	491	4317
Cnot3	7	7	491	4317
Crebzf	7	7	491	4317
Olfr6	7	7	491	4317
Rnf40	7	2	491	2495
Tmem231	7	7	491	4317
Chmp1a	7	7	491	4317
Ntm	7	7	491	4317
Setd2	7	-4	491	-198
Smok2b	7	7	491	4317
Pcyt1b	7	7	491	4317
Pla2g3	7	7	491	4317
Mtr	7	7	491	4317
Gucy1b2	7	7	491	4317
Lrrc8a	7	2	491	2495
Rasef	7	7	491	4317
Hcar1	7	7	491	4317
Layn	7	7	491	4317
Npat	7	7	491	4317
Atr	7	0	491	581
Il27	7	0	491	581
Slc5a2	7	-1	491	228
Lsamp	7	7	491	4317
Acvr1c	7	7	491	4317
Slc4a11	7	7	491	4317
Ahcy	7	0	491	581
Mthfd1l	7	7	491	4317
Trpa1	7	-15	491	-433
Depdc5	7	7	491	4317
Kiss1	7	0	491	581
Podxl2	7	7	491	4317
Smo	7	0	491	581
Negr1	7	7	491	4317
Tnfsf15	7	7	491	4317
Carmn	7	7	491	4317
Bpi	7	0	491	581
Tmem67	7	7	491	4317
Miat	7	2	491	2495
Dhps	7	2	491	2495
Opcml	7	7	491	4317
A4gnt	7	7	491	4317
Trim65	7	7	491	4317
Cnrip1	7	7	491	4317
Zfat	7	7	491	4317
Noto	7	7	491	4317
Mir126a	7	7	491	4317
Mir128-1	7	0	491	581
Mir129	7	-1	491	228
Mir140	7	0	491	581
Mir214	7	-1	491	228
Mir23b	7	-2	491	29
Mir29a	7	0	491	581
Mir200a	7	1	491	1253
Zhx2	7	7	491	4317
Otulin	7	1	491	1253
Nlrc5	7	7	491	4317
Smim9	7	7	491	4317
Vmn2r35	7	7	491	4317
Ankrd31	7	7	491	4317
Mthfd2l	7	7	491	4317
Vmn1r124	7	7	491	4317
Mir128-2	7	-1	491	228
Mir93	7	0	491	581
Mir100	7	2	491	2495
Mir351	7	7	491	4317
Mir325	7	2	491	2495
Mir98	7	2	491	2495
Hottip	7	7	491	4317
Rnaset2a	7	7	491	4317
Apela	7	7	491	4317
Tigit	7	2	491	2495
Rubcn	7	0	491	581
Zfp683	7	7	491	4317
Mir195b	7	7	491	4317
Aco2	6	6	1095	3713
Actn2	6	-3	1095	-575
Acvr1	6	-3	1095	-575
Acvr1b	6	6	1095	3713
Aspa	6	6	1095	3713
Adcyap1r1	6	1	1095	1891
Adh5	6	0	1095	649
Adrb1	6	3	1095	3674
Avil	6	-4	1095	-717
Crisp1	6	6	1095	3713
Ahrr	6	6	1095	3713
Ahsg	6	1	1095	1891
Aldoc	6	6	1095	3713
Alk	6	-2	1095	-376
Alox15	6	-2	1095	-376
Amelx	6	0	1095	649
Ank1	6	6	1095	3713
Ap1b1	6	6	1095	3713
Apaf1	6	6	1095	3713
Apex1	6	1	1095	1891
Apoa1	6	-1	1095	-23
Apobec2	6	6	1095	3713
Aqp1	6	-4	1095	-717
Aqp2	6	2	1095	3221
Aqp3	6	6	1095	3713
Aqp6	6	6	1095	3713
Aqp7	6	6	1095	3713
Aqp8	6	6	1095	3713
Rhob	6	6	1095	3713
Phox2a	6	6	1095	3713
Arsa	6	6	1095	3713
Asgr1	6	6	1095	3713
Asgr2	6	6	1095	3713
Zfhx3	6	1	1095	1891
Neurog2	6	-6	1095	-870
Atpif1	6	1	1095	1891
Atp6v0c	6	6	1095	3713
B2m	6	-2	1095	-376
Bcl6b	6	6	1095	3713
Cxcr5	6	0	1095	649
Bmp2	6	-8	1095	-931
Bmpr1a	6	-3	1095	-575
Bnip3	6	-2	1095	-376
Zfp36l2	6	1	1095	1891
Brs3	6	0	1095	649
Klf5	6	1	1095	1891
Btg2	6	0	1095	649
Tspo	6	0	1095	649
C3ar1	6	-1	1095	-23
Calm1	6	0	1095	649
Cap1	6	1	1095	1891
Nr1i3	6	1	1095	1891
Cat	6	1	1095	1891
Casp12	6	6	1095	3713
Cbln1	6	1	1095	1891
Serpinh1	6	6	1095	3713
Ccna2	6	-2	1095	-376
Ccng1	6	0	1095	649
Cdk1	6	-2	1095	-376
Cdh6	6	6	1095	3713
Cdkn2d	6	6	1095	3713
Cebpb	6	-3	1095	-575
Celsr1	6	0	1095	649
Cenpa	6	2	1095	3221
Cfl1	6	1	1095	1891
Cflar	6	6	1095	3713
Chd1	6	6	1095	3713
Chuk	6	1	1095	1891
Elovl3	6	0	1095	649
Cirbp	6	1	1095	1891
Ccr9	6	6	1095	3713
Ccr7	6	1	1095	1891
Cnga1	6	1	1095	1891
Cnp	6	1	1095	1891
Col7a1	6	6	1095	3713
Col1a2	6	-2	1095	-376
Comt	6	0	1095	649
Cpe	6	6	1095	3713
Crabp2	6	6	1095	3713
Cry1	6	-5	1095	-802
Cryba1	6	0	1095	649
Csf1	6	-1	1095	-23
Csf1r	6	-4	1095	-717
Csf2	6	-1	1095	-23
Csrp3	6	6	1095	3713
Ctbp2	6	6	1095	3713
Ctsk	6	-3	1095	-575
Cyp17a1	6	0	1095	649
Cyp1a1	6	1	1095	1891
Cyp2b13	6	6	1095	3713
Cyp2b9	6	6	1095	3713
Cyp8b1	6	6	1095	3713
Dazl	6	-1	1095	-23
Dbp	6	1	1095	1891
Dcc	6	-4	1095	-717
Ddb1	6	-1	1095	-23
Ddc	6	6	1095	3713
Ddx3x	6	0	1095	649
Defa4	6	6	1095	3713
Twist2	6	-2	1095	-376
Dgat1	6	6	1095	3713
Dlk1	6	-4	1095	-717
Dlx2	6	0	1095	649
Dlx6	6	1	1095	1891
Dmp1	6	-2	1095	-376
Dnase1	6	1	1095	1891
Dnase1l3	6	6	1095	3713
Dnm2	6	0	1095	649
Dnmt3a	6	-6	1095	-870
Dnmt3b	6	-2	1095	-376
Cdk2ap1	6	6	1095	3713
Dscam	6	1	1095	1891
Prl8a2	6	6	1095	3713
Efna1	6	0	1095	649
Efna2	6	6	1095	3713
Efna3	6	6	1095	3713
Efna4	6	6	1095	3713
Efna5	6	6	1095	3713
Egr3	6	6	1095	3713
Eif4ebp1	6	-4	1095	-717
Elk1	6	6	1095	3713
Elk4	6	6	1095	3713
Eln	6	1	1095	1891
Epha7	6	6	1095	3713
Epo	6	-2	1095	-376
Epor	6	-3	1095	-575
Erbb3	6	-2	1095	-376
Etv1	6	-3	1095	-575
Eya1	6	-1	1095	-23
F8	6	6	1095	3713
Ptk2	6	0	1095	649
Fscn1	6	-1	1095	-23
Fap	6	0	1095	649
Fasl	6	-1	1095	-23
Fbln2	6	6	1095	3713
Fbp1	6	2	1095	3221
Fcgr2b	6	-2	1095	-376
Fgf13	6	1	1095	1891
Fgf2	6	-2	1095	-376
Fgf3	6	-1	1095	-23
Fgf4	6	6	1095	3713
Fgf9	6	-1	1095	-23
Foxc2	6	0	1095	649
Fmo3	6	1	1095	1891
Fmod	6	-1	1095	-23
Fn1	6	-5	1095	-802
Fpr2	6	0	1095	649
Fut4	6	1	1095	1891
Fzd6	6	-1	1095	-23
Gabpa	6	3	1095	3674
Gabra1	6	6	1095	3713
Gabra2	6	0	1095	649
Gabra4	6	6	1095	3713
Gal	6	0	1095	649
B4galnt1	6	6	1095	3713
Gas1	6	1	1095	1891
Gfi1	6	-1	1095	-23
Ghr	6	-2	1095	-376
Cblif	6	2	1095	3221
Tsc22d3	6	-1	1095	-23
Gpr83	6	6	1095	3713
Gja3	6	6	1095	3713
Gjb6	6	1	1095	1891
Glul	6	-3	1095	-575
Gnao1	6	1	1095	1891
Rack1	6	2	1095	3221
Pdpn	6	-2	1095	-376
Gpc4	6	6	1095	3713
S1pr2	6	0	1095	649
Grb10	6	6	1095	3713
Grid1	6	6	1095	3713
Grik1	6	6	1095	3713
Pdia3	6	2	1095	3221
Gsx2	6	0	1095	649
H2-Ab1	6	1	1095	1891
Hand2	6	-3	1095	-575
Hcn1	6	2	1095	3221
Hcn2	6	6	1095	3713
Hcrt	6	0	1095	649
Hdac2	6	-6	1095	-870
Hdac3	6	-7	1095	-904
Hdc	6	-2	1095	-376
Hic1	6	1	1095	1891
Hipk2	6	6	1095	3713
Hipk3	6	-1	1095	-23
Hira	6	-2	1095	-376
Hk1	6	-1	1095	-23
Mnx1	6	-1	1095	-23
Foxa3	6	6	1095	3713
Hnf4a	6	-4	1095	-717
Onecut1	6	2	1095	3221
Hoxb8	6	6	1095	3713
Hoxb9	6	6	1095	3713
Hoxd13	6	0	1095	649
Hpca	6	6	1095	3713
Hpgd	6	6	1095	3713
Lipc	6	6	1095	3713
Hras	6	1	1095	1891
Hspa1b	6	6	1095	3713
Ndst1	6	6	1095	3713
Elavl3	6	0	1095	649
Elavl4	6	-2	1095	-376
Ibsp	6	0	1095	649
Id4	6	-2	1095	-376
Ido1	6	-9	1095	-949
Idua	6	0	1095	649
Igf1r	6	-3	1095	-575
Igf2r	6	-1	1095	-23
Ccn1	6	-1	1095	-23
Ighg1	6	-2	1095	-376
Ikbkb	6	-4	1095	-717
Il11ra1	6	0	1095	649
Il12rb1	6	6	1095	3713
Il13ra2	6	6	1095	3713
Il15	6	-1	1095	-23
Il2rg	6	-6	1095	-870
Il4	6	-3	1095	-575
Il4ra	6	-5	1095	-802
Il6st	6	6	1095	3713
Il7r	6	-2	1095	-376
Lrig1	6	1	1095	1891
Inpp5d	6	1	1095	1891
Irf1	6	-2	1095	-376
Itgae	6	-1	1095	-23
Itgb2	6	-2	1095	-376
Itgb7	6	6	1095	3713
Itk	6	1	1095	1891
Jag2	6	1	1095	1891
Junb	6	1	1095	1891
Kcnc1	6	0	1095	649
Kcnj11	6	0	1095	649
Kcnma1	6	0	1095	649
Kcnn4	6	6	1095	3713
Kcnq2	6	-1	1095	-23
Khsrp	6	6	1095	3713
Kif5c	6	6	1095	3713
Klf9	6	1	1095	1891
Kpna6	6	0	1095	649
Krt14	6	-7	1095	-904
Krt18	6	3	1095	3674
Krt1	6	-1	1095	-23
Krt4	6	6	1095	3713
Lama1	6	-4	1095	-717
Lama2	6	1	1095	1891
Lama3	6	6	1095	3713
Lamb1	6	-1	1095	-23
Lamp2	6	-6	1095	-870
Lck	6	6	1095	3713
Ldha	6	-3	1095	-575
Lgals1	6	-1	1095	-23
Lgals9	6	-2	1095	-376
Lhx5	6	-4	1095	-717
Lhx9	6	0	1095	649
Lif	6	1	1095	1891
Lifr	6	6	1095	3713
Limk2	6	1	1095	1891
Lipe	6	0	1095	649
Lipg	6	6	1095	3713
Lmo2	6	6	1095	3713
Lox	6	3	1095	3674
Loxl1	6	1	1095	1891
Xcl1	6	6	1095	3713
Zbtb7a	6	6	1095	3713
Lrrc23	6	6	1095	3713
Ly6c1	6	6	1095	3713
Epcam	6	-3	1095	-575
Mapkapk5	6	-1	1095	-23
Mas1	6	6	1095	3713
Matn4	6	6	1095	3713
Matr3	6	6	1095	3713
Mbl1	6	1	1095	1891
Mbl2	6	1	1095	1891
Mdm2	6	-4	1095	-717
Fyco1	6	6	1095	3713
Meox2	6	2	1095	3221
Mesp2	6	6	1095	3713
Mest	6	0	1095	649
Clec10a	6	0	1095	649
Mip	6	-1	1095	-23
Pias2	6	6	1095	3713
Mpdz	6	6	1095	3713
Mpo	6	-1	1095	-23
Mpz	6	1	1095	1891
Mtcp1	6	6	1095	3713
Laptm4a	6	6	1095	3713
Myh3	6	1	1095	1891
Myh8	6	1	1095	1891
Myh9	6	-8	1095	-931
Myl7	6	6	1095	3713
Mylpf	6	6	1095	3713
Myo6	6	6	1095	3713
Myo7a	6	-5	1095	-802
Myod1	6	-7	1095	-904
Myom1	6	6	1095	3713
Ncf1	6	-1	1095	-23
Ndp	6	6	1095	3713
Neb	6	6	1095	3713
Neurod1	6	-9	1095	-949
Nf2	6	2	1095	3221
Nfatc1	6	-4	1095	-717
Nfatc2	6	1	1095	1891
Nfya	6	-1	1095	-23
Nkx2-2	6	-1	1095	-23
Nnt	6	1	1095	1891
Nppb	6	-1	1095	-23
Nppc	6	0	1095	649
Slc11a2	6	0	1095	649
Nrp1	6	-3	1095	-575
Musk	6	-1	1095	-23
Ntf3	6	1	1095	1891
Numbl	6	6	1095	3713
Nup62	6	6	1095	3713
Nr4a2	6	-6	1095	-870
Ogg1	6	-1	1095	-23
Fxyd5	6	6	1095	3713
Oprk1	6	-2	1095	-376
Otx2	6	-10	1095	-969
Pak3	6	0	1095	649
Pappa	6	-2	1095	-376
Pax8	6	0	1095	649
Pcbp2	6	6	1095	3713
Furin	6	1	1095	1891
Pdgfrb	6	-6	1095	-870
Pfn2	6	6	1095	3713
Phb	6	0	1095	649
Pick1	6	6	1095	3713
Pik3cd	6	-1	1095	-23
Prkcd	6	-2	1095	-376
Prkci	6	-2	1095	-376
Prkcz	6	-2	1095	-376
Pknox1	6	6	1095	3713
Pla2g4a	6	3	1095	3674
Pla2g5	6	1	1095	1891
Plaur	6	6	1095	3713
Plcb1	6	6	1095	3713
Plg	6	-1	1095	-23
Pms2	6	6	1095	3713
Prrx1	6	-1	1095	-23
Polb	6	0	1095	649
Pou3f1	6	1	1095	1891
Pou3f2	6	-4	1095	-717
Pou4f1	6	-3	1095	-575
Pou4f3	6	-2	1095	-376
Lgals3bp	6	6	1095	3713
Ppp2ca	6	-3	1095	-575
Ppp3cb	6	6	1095	3713
Ppt1	6	-1	1095	-23
Prlr	6	-2	1095	-376
Prom1	6	6	1095	3713
Cyth2	6	6	1095	3713
Psen2	6	0	1095	649
Psmc3ip	6	6	1095	3713
Ptgds	6	0	1095	649
Ptger4	6	1	1095	1891
Ptgs1	6	-1	1095	-23
Pthlh	6	-2	1095	-376
Pth1r	6	0	1095	649
Ptk2b	6	-2	1095	-376
Tmsb4x	6	-1	1095	-23
Ptn	6	6	1095	3713
Ptpn1	6	-1	1095	-23
Ptpn11	6	-4	1095	-717
Ptpn22	6	2	1095	3221
Ptpra	6	6	1095	3713
Ptprb	6	6	1095	3713
Rab4a	6	6	1095	3713
Aldh1a2	6	-4	1095	-717
Rara	6	6	1095	3713
Robo3	6	-1	1095	-23
Rock1	6	0	1095	649
Rora	6	-4	1095	-717
Rps19	6	1	1095	1891
Ncor1	6	6	1095	3713
Atxn1	6	-2	1095	-376
Scd1	6	-1	1095	-23
Scn5a	6	1	1095	1891
Msr1	6	0	1095	649
Ccl1	6	1	1095	1891
Ccl20	6	2	1095	3221
Ccl8	6	0	1095	649
Cxcl15	6	6	1095	3713
Sfrp2	6	0	1095	649
Sec22b	6	6	1095	3713
Sema3e	6	-2	1095	-376
Sema4d	6	-1	1095	-23
Spi1	6	-2	1095	-376
Srsf5	6	2	1095	3221
Sgpl1	6	-1	1095	-23
St3gal3	6	6	1095	3713
St3gal5	6	6	1095	3713
Sim1	6	-4	1095	-717
Slc16a7	6	6	1095	3713
Slc34a1	6	6	1095	3713
Slc1a6	6	0	1095	649
Slc2a3	6	-3	1095	-575
Smn1	6	-6	1095	-870
Ncor2	6	1	1095	1891
Sort1	6	-1	1095	-23
Sos1	6	6	1095	3713
Sos2	6	6	1095	3713
Sox13	6	6	1095	3713
Sox5	6	-3	1095	-575
Serpina1a	6	1	1095	1891
Serpina3n	6	-2	1095	-376
Spp1	6	-4	1095	-717
Trim21	6	-4	1095	-717
Stag2	6	0	1095	649
Star	6	-4	1095	-717
Stat5b	6	1	1095	1891
Stim1	6	2	1095	3221
Stra8	6	-6	1095	-870
Tac1	6	-12	1095	-999
Tagln	6	-3	1095	-575
Tank	6	6	1095	3713
Tcf12	6	-3	1095	-575
Hnf1b	6	0	1095	649
Zeb1	6	-3	1095	-575
Tfap2c	6	-1	1095	-23
Mlx	6	6	1095	3713
Tcl1	6	6	1095	3713
Tdgf1	6	0	1095	649
Terf1	6	6	1095	3713
Tff3	6	0	1095	649
Tgfb2	6	-1	1095	-23
Tgfbr2	6	-2	1095	-376
Tgm2	6	-2	1095	-376
Thbs2	6	1	1095	1891
Thy1	6	0	1095	649
Trim24	6	6	1095	3713
Trim28	6	-2	1095	-376
Tle4	6	-2	1095	-376
Tnfaip3	6	-4	1095	-717
Tnfrsf10b	6	6	1095	3713
Tnfrsf11a	6	-1	1095	-23
Cd40	6	-3	1095	-575
Trex1	6	6	1095	3713
Trpc5	6	3	1095	3674
Ttn	6	-2	1095	-376
Ttr	6	-2	1095	-376
Tuba3a	6	1	1095	1891
Tuba3b	6	6	1095	3713
Twist1	6	-4	1095	-717
Tnfrsf4	6	-1	1095	-23
Ube2i	6	-3	1095	-575
Ube3a	6	-4	1095	-717
Usp12	6	6	1095	3713
Sumo1	6	-1	1095	-23
Usp5	6	6	1095	3713
Dpysl3	6	6	1095	3713
Uncx	6	0	1095	649
Nr1h2	6	1	1095	1891
Usf1	6	6	1095	3713
Vdac2	6	0	1095	649
Vdr	6	-5	1095	-802
Vhl	6	6	1095	3713
Vldlr	6	0	1095	649
Vnn1	6	6	1095	3713
Vwf	6	-1	1095	-23
Wld	6	-1	1095	-23
Wnt1	6	-2	1095	-376
Wnt3	6	1	1095	1891
Wnt3a	6	-6	1095	-870
Dctn6	6	6	1095	3713
Zbtb17	6	1	1095	1891
Zbtb14	6	6	1095	3713
Zfp57	6	1	1095	1891
Zic1	6	1	1095	1891
Zic3	6	6	1095	3713
Zic4	6	6	1095	3713
Slc30a3	6	6	1095	3713
Akt3	6	0	1095	649
Amfr	6	6	1095	3713
Bace1	6	1	1095	1891
Mgll	6	1	1095	1891
Pacsin2	6	6	1095	3713
Pebp1	6	-1	1095	-23
Pcbp1	6	1	1095	1891
Spry4	6	2	1095	3221
Zeb2	6	-1	1095	-23
Axl	6	-5	1095	-802
Cop1	6	1	1095	1891
Esrra	6	-1	1095	-23
Esrrb	6	-2	1095	-376
Esrrg	6	-3	1095	-575
Map3k5	6	-3	1095	-575
Map3k8	6	-2	1095	-376
Mapk9	6	-2	1095	-376
Nr5a2	6	-1	1095	-23
Homer1	6	0	1095	649
Slc7a11	6	1	1095	1891
Foxl2	6	-1	1095	-23
Aoah	6	6	1095	3713
Asns	6	6	1095	3713
Eif2ak4	6	-1	1095	-23
Cartpt	6	1	1095	1891
Pla2g7	6	0	1095	649
Dok3	6	6	1095	3713
Srr	6	0	1095	649
Abca3	6	1	1095	1891
Zbtb18	6	1	1095	1891
Prok2	6	6	1095	3713
Fbxw7	6	-1	1095	-23
Acsl4	6	3	1095	3674
Neu3	6	6	1095	3713
Rgs14	6	6	1095	3713
Rif1	6	-1	1095	-23
Bbs1	6	0	1095	649
Batf	6	1	1095	1891
Pla2g6	6	1	1095	1891
Ppp1r3c	6	2	1095	3221
Tslp	6	-1	1095	-23
Tlr5	6	-1	1095	-23
Map3k14	6	2	1095	3221
Celsr2	6	6	1095	3713
Slc40a1	6	-3	1095	-575
Irf7	6	-2	1095	-376
Irx5	6	-3	1095	-575
Chst2	6	0	1095	649
Gabbr1	6	1	1095	1891
Cldn6	6	6	1095	3713
Dnmt3l	6	1	1095	1891
Il36a	6	1	1095	1891
Mefv	6	6	1095	3713
Syt7	6	2	1095	3221
Pqbp1	6	2	1095	3221
Prdx5	6	6	1095	3713
Cadm1	6	0	1095	649
Apom	6	6	1095	3713
Camkk1	6	6	1095	3713
Fmo2	6	6	1095	3713
Msln	6	1	1095	1891
Htra1	6	6	1095	3713
Stx1b	6	6	1095	3713
Patz1	6	0	1095	649
Naa10	6	6	1095	3713
Dnajc7	6	6	1095	3713
Adar	6	-1	1095	-23
Pdcd10	6	0	1095	649
Dpt	6	6	1095	3713
Snx1	6	0	1095	649
Mtch1	6	6	1095	3713
Pias1	6	6	1095	3713
Srpk3	6	6	1095	3713
Pmfbp1	6	6	1095	3713
Kcnd3	6	6	1095	3713
Sphk2	6	-1	1095	-23
Zbtb33	6	0	1095	649
Kcne4	6	6	1095	3713
Angptl4	6	1	1095	1891
Hic2	6	6	1095	3713
Il20	6	6	1095	3713
Rsad2	6	6	1095	3713
Zbtb32	6	6	1095	3713
Cacna1h	6	-2	1095	-376
Shank3	6	-3	1095	-575
Mlxipl	6	-2	1095	-376
Tdh	6	6	1095	3713
Smpd3	6	0	1095	649
Rhot1	6	-2	1095	-376
Mettl9	6	2	1095	3221
Aqp9	6	1	1095	1891
Tnmd	6	0	1095	649
Tmub1	6	1	1095	1891
Ireb2	6	6	1095	3713
Fgf23	6	-5	1095	-802
Nmi	6	0	1095	649
Svep1	6	6	1095	3713
Zic5	6	6	1095	3713
Sostdc1	6	-1	1095	-23
Ifitm3	6	1	1095	1891
Aqp11	6	1	1095	1891
Psenen	6	0	1095	649
Aggf1	6	6	1095	3713
Tmigd1	6	6	1095	3713
Dnase1l2	6	6	1095	3713
Map1lc3a	6	0	1095	649
Cntnap2	6	0	1095	649
Neat1	6	-5	1095	-802
Swsap1	6	6	1095	3713
Plin5	6	0	1095	649
Peli1	6	6	1095	3713
Cap2	6	1	1095	1891
Agtpbp1	6	6	1095	3713
Chd8	6	-3	1095	-575
Kat8	6	2	1095	3221
Sncaip	6	0	1095	649
Ccny	6	6	1095	3713
Cert1	6	6	1095	3713
Smarcc2	6	-1	1095	-23
Wls	6	-1	1095	-23
Ndnf	6	-1	1095	-23
Sirt5	6	-1	1095	-23
Rtn4	6	6	1095	3713
Cthrc1	6	6	1095	3713
Ppp4r3a	6	6	1095	3713
Tmem97	6	6	1095	3713
Fcmr	6	6	1095	3713
Selenot	6	6	1095	3713
Necab1	6	6	1095	3713
Spaca4	6	6	1095	3713
Lyg1	6	6	1095	3713
Zswim7	6	6	1095	3713
Polr2f	6	6	1095	3713
Wnk4	6	-1	1095	-23
Tmem30a	6	6	1095	3713
Ace2	6	-13	1095	-1008
Ifi35	6	6	1095	3713
Hdac8	6	6	1095	3713
Oip5	6	6	1095	3713
Sik3	6	0	1095	649
P2ry12	6	-1	1095	-23
D7Ertd443e	6	6	1095	3713
Atoh8	6	6	1095	3713
Rassf8	6	6	1095	3713
Sfpq	6	-1	1095	-23
Zbtb43	6	6	1095	3713
Tmem106b	6	-1	1095	-23
Myh14	6	0	1095	649
Cnot2	6	6	1095	3713
Zbtb46	6	2	1095	3221
1700016L21Rik	6	-1	1095	-23
C1qtnf6	6	6	1095	3713
Neil1	6	6	1095	3713
Rspo3	6	-5	1095	-802
Cnih3	6	6	1095	3713
Appl1	6	6	1095	3713
Setd7	6	0	1095	649
Actrt1	6	6	1095	3713
Hbp1	6	6	1095	3713
Aldh3b3	6	6	1095	3713
Zbtb8a	6	6	1095	3713
Glipr1	6	6	1095	3713
Ifitm5	6	6	1095	3713
Cep55	6	-2	1095	-376
Usp16	6	6	1095	3713
Pi16	6	1	1095	1891
Robo4	6	6	1095	3713
F13a1	6	6	1095	3713
Errfi1	6	6	1095	3713
Rptor	6	-3	1095	-575
Sgms2	6	2	1095	3221
Gzf1	6	6	1095	3713
Ddit4	6	-1	1095	-23
Naa15	6	6	1095	3713
Meikin	6	1	1095	1891
Zbtb49	6	6	1095	3713
Zbtb3	6	6	1095	3713
Cox8c	6	6	1095	3713
Zbtb4	6	6	1095	3713
Wnk2	6	6	1095	3713
Plppr5	6	6	1095	3713
Smurf1	6	6	1095	3713
Senp2	6	6	1095	3713
Cant1	6	6	1095	3713
Gpsm2	6	-1	1095	-23
Pcolce2	6	6	1095	3713
Rflnb	6	6	1095	3713
Creld2	6	6	1095	3713
Lrg1	6	1	1095	1891
Ddrgk1	6	2	1095	3221
7630403G23Rik	6	-2	1095	-376
Crebrf	6	6	1095	3713
Bcl9	6	0	1095	649
Crisp4	6	6	1095	3713
Cox7b2	6	6	1095	3713
Nol3	6	2	1095	3221
Bcl9l	6	0	1095	649
Mynn	6	6	1095	3713
Selenok	6	6	1095	3713
Fcrls	6	0	1095	649
Cxcr6	6	0	1095	649
Fgf16	6	6	1095	3713
Zbtb22	6	6	1095	3713
C1qtnf3	6	6	1095	3713
Sf3b1	6	6	1095	3713
Tmem108	6	6	1095	3713
Mov10l1	6	1	1095	1891
Lin28a	6	6	1095	3713
Setdb1	6	-2	1095	-376
Selenof	6	6	1095	3713
Glrx	6	1	1095	1891
Wnt16	6	6	1095	3713
Arid1a	6	-4	1095	-717
Peli2	6	6	1095	3713
Hadha	6	6	1095	3713
Naa11	6	6	1095	3713
Stk17b	6	6	1095	3713
Rdh10	6	-1	1095	-23
Sall4	6	0	1095	649
Fgg	6	6	1095	3713
Ifi44	6	6	1095	3713
Kdm1a	6	-5	1095	-802
Zbtb48	6	6	1095	3713
Emilin1	6	1	1095	1891
Unc45a	6	6	1095	3713
Dohh	6	6	1095	3713
Bbs4	6	-1	1095	-23
Gck	6	-1	1095	-23
Synpo	6	0	1095	649
Adcy3	6	0	1095	649
Ly76	6	-1	1095	-23
Ano6	6	-1	1095	-23
Acaca	6	-1	1095	-23
Dio3	6	6	1095	3713
Osr2	6	1	1095	1891
H1f6	6	-1	1095	-23
Prkaa2	6	-4	1095	-717
Pkn2	6	6	1095	3713
Npy	6	-5	1095	-802
Cyb5r3	6	6	1095	3713
Rig1	6	6	1095	3713
Zbtb25	6	6	1095	3713
Tcrd	6	-4	1095	-717
Ggct	6	6	1095	3713
Krt6	6	-3	1095	-575
Ly6a	6	1	1095	1891
Cse1l	6	6	1095	3713
Srsf1	6	-1	1095	-23
Slc8a3	6	6	1095	3713
Igh	6	-3	1095	-575
Par3	6	6	1095	3713
Egln1	6	0	1095	649
Npnt	6	0	1095	649
Zbtb21	6	6	1095	3713
Hdl3	6	6	1095	3713
Igf2bp3	6	2	1095	3221
Il25	6	1	1095	1891
Olfr78	6	-1	1095	-23
Peg10	6	6	1095	3713
Oxr1	6	6	1095	3713
Trpm8	6	-3	1095	-575
Rspo1	6	-4	1095	-717
Ripk2	6	0	1095	649
Kcnh6	6	6	1095	3713
