#name	chromosome	start	length	color	full_name	citations_from_2021_02_10_to_2021_07_15	significance
IL33	19	29923190	14927	#73af42	interleukin 33	5	
MYOF	19	37887484	144541	#73af42	myoferlin	5	
SCD1	19	44382889	13259	#73af42	stearoyl-Coenzyme A desaturase 1	5	
WNT8B	19	44481911	20801	#73af42	wingless-type MMTV integration site family, member 8B	5	
NDUFB8	19	44538679	5202	#73af42	NADH:ubiquinone oxidoreductase subunit B8	5	
CNNM2	19	46750048	116971	#73af42	cyclin M2	5	
PCGF6	19	47022056	17289	#73af42	polycomb group ring finger 6	5	
ADRA2A	19	54033690	3723	#73af42	adrenergic receptor, alpha 2a	5	
VTI1A	19	55304489	311404	#73af42	vesicle transport through interaction with t-SNAREs 1A	5	
SUV39H2	2	3456852	19171	#73af42	suppressor of variegation 3-9 2	5	
CCDC3	2	5142587	93090	#73af42	coiled-coil domain containing 3	5	
UPF2	2	5956280	105234	#73af42	UPF2 regulator of nonsense transcripts homolog (yeast)	5	
IL15RA	2	11710523	28273	#73af42	interleukin 15 receptor, alpha chain	5	
C1QL3	2	13006698	8977	#73af42	C1q-like 3	5	
PDSS1	2	22785534	44737	#73af42	prenyl (solanesyl) diphosphate synthase, subunit 1	5	
INPP5E	2	26286261	12970	#73af42	inositol polyphosphate-5-phosphatase E	5	
BARHL1	2	28797692	8988	#73af42	BarH like homeobox 1	5	
COQ4	2	29677505	10442	#73af42	coenzyme Q4	5	
PTGES	2	30779483	13826	#73af42	prostaglandin E synthase	5	
LCN2	2	32274649	3102	#73af42	lipocalin 2	5	
ENG	2	32536607	36074	#73af42	endoglin	5	
LMX1B	2	33450977	80133	#73af42	LIM homeobox transcription factor 1 beta	5	
HC	2	34873341	78083	#73af42	hemolytic complement	5	
PTGS1	2	36120438	21845	#73af42	prostaglandin-endoperoxide synthase 1	5	
ARPC5L	2	38898151	7733	#73af42	actin related protein 2/3 complex, subunit 5-like	5	
FAP	2	62331280	73085	#73af42	fibroblast activation protein	5	
SCN1A	2	66101126	170055	#73af42	sodium channel, voltage-gated, type I, alpha	5	
HOXD12	2	74505357	2692	#73af42	homeobox D12	5	
MIR130A	2	84571459	63	#73af42	microRNA 130a	5	
MYBPC3	2	90948489	18372	#73af42	myosin binding protein C, cardiac	5	
AVEN	2	112448762	12836	#73af42	apoptosis, caspase activation inhibitor	5	
RAD51	2	118943295	23259	#73af42	RAD51 recombinase	5	
HDC	2	126435580	25018	#73af42	histidine decarboxylase	5	
PCNA	2	132091206	3894	#73af42	proliferating cell nuclear antigen	5	
CRLS1	2	132689654	19034	#73af42	cardiolipin synthase 1	5	
FLRT3	2	140500118	13278	#73af42	fibronectin leucine rich transmembrane protein 3	5	
SLC24A3	2	145084531	399554	#73af42	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	5	
ASXL1	2	153187750	58177	#73af42	ASXL transcriptional regulator 1	5	
MYL9	2	156617384	6193	#73af42	myosin, light polypeptide 9, regulatory	5	
GHRH	2	157171416	17159	#73af42	growth hormone releasing hormone	5	
HNF4A	2	163389075	25752	#73af42	hepatic nuclear factor 4, alpha	5	
SLPI	2	164195990	2437	#73af42	secretory leukocyte peptidase inhibitor	5	
KCNB1	2	166937889	92849	#73af42	potassium voltage gated channel, Shab-related subfamily, member 1	5	
PTGIS	2	167045114	37411	#73af42	prostaglandin I2 (prostacyclin) synthase	5	
RNF114	2	167345363	12730	#73af42	ring finger protein 114	5	
RAE1	2	172841910	15622	#73af42	ribonucleic acid export 1	5	
ZBP1	2	173055529	5186	#73af42	Z-DNA binding protein 1	5	
PPDPF	2	180829040	1257	#73af42	pancreatic progenitor cell differentiation and proliferation factor	5	
HNF4G	3	3573090	151770	#73af42	hepatocyte nuclear factor 4, gamma	5	
HEY1	3	8728419	3679	#73af42	hairy/enhancer-of-split related with YRPW motif 1	5	
FABP5	3	10077645	4025	#73af42	fatty acid binding protein 5, epidermal	5	
CAR2	3	14951348	14482	#73af42	carbonic anhydrase 2	5	
CRH	3	19747565	1995	#73af42	corticotropin releasing hormone	5	
PIK3CA	3	32451214	69041	#73af42	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	5	
SOX2OT	3	34614530	117612	#73af42	SOX2 overlapping transcript (non-protein coding)	5	
IL2	3	37174866	5237	#73af42	interleukin 2	5	
STOML3	3	53396128	20156	#73af42	stomatin (Epb7.2)-like 3	5	
VEPH1	3	65960979	243279	#73af42	ventricular zone expressed PH domain-containing 1	5	
SHOX2	3	66880601	8503	#73af42	short stature homeobox 2	5	
FCRLS	3	87158272	12559	#73af42	Fc receptor-like S, scavenger receptor	5	
NAXE	3	87963830	1972	#73af42	NAD(P)HX epimerase	5	
BGLAP	3	88290802	971	#73af42	bone gamma carboxyglutamate protein	5	
MUC1	3	89136363	4325	#73af42	mucin 1, transmembrane	5	
ZBTB7B	3	89284951	15734	#73af42	zinc finger and BTB domain containing 7B	5	
PYGO2	3	89338144	4293	#73af42	pygopus 2	5	
ADAR	3	89638025	22737	#73af42	adenosine deaminase, RNA-specific	5	
RORC	3	94284739	20842	#73af42	RAR-related orphan receptor gamma	5	
VPS72	3	95018353	12009	#73af42	vacuolar protein sorting 72	5	
CTSS	3	95434097	29619	#73af42	cathepsin S	5	
HJV	3	96432501	4031	#73af42	hemojuvelin BMP co-receptor	5	
SYCP1	3	102725815	117601	#73af42	synaptonemal complex protein 1	5	
SLC16A1	3	104545980	19798	#73af42	solute carrier family 16 (monocarboxylic acid transporters), member 1	5	
ADORA3	3	105811737	4507	#73af42	adenosine A3 receptor	5	
DRAM2	3	106455114	27543	#73af42	DNA-damage regulated autophagy modulator 2	5	
LEF1	3	130949943	68027	#73af42	lymphoid enhancer binding factor 1	5	
H2AZ1	3	137570248	2435	#73af42	H2A.Z variant histone 1	5	
ADH5	3	138148854	12406	#73af42	alcohol dehydrogenase 5 (class III), chi polypeptide	5	
RPE65	3	159304818	26126	#73af42	retinal pigment epithelium 65	5	
WLS	3	159545287	99015	#73af42	wntless WNT ligand secretion mediator	5	
SDCBP	4	6365680	30442	#73af42	syndecan binding protein	5	
CIBAR1	4	12153142	18873	#73af42	CBY1 interacting BAR domain containing 1	5	
COQ3	4	21879853	32310	#73af42	coenzyme Q3 methyltransferase	5	
CHMP5	4	40948553	16749	#73af42	charged multivesicular body protein 5	5	
DCTN3	4	41714798	8365	#73af42	dynactin 3	5	
SIGMAR1	4	41738493	2866	#73af42	sigma non-opioid intracellular receptor 1	5	
IL11RA1	4	41762310	7163	#73af42	interleukin 11 receptor, alpha chain 1	5	
RECK	4	43875530	69276	#73af42	reversion-inducing-cysteine-rich protein with kazal motifs	5	
LPAR1	4	58435252	118239	#73af42	lysophosphatidic acid receptor 1	5	
POLE3	4	62442036	1215	#73af42	polymerase (DNA directed), epsilon 3 (p17 subunit)	5	
MYSM1	4	94830278	37059	#73af42	myb-like, SWIRM and MPN domains 1	5	
CPT2	4	107761179	19607	#73af42	carnitine palmitoyltransferase 2	5	
TMEM53	4	117109537	16248	#73af42	transmembrane protein 53	5	
SLC2A1	4	118965942	28584	#73af42	solute carrier family 2 (facilitated glucose transporter), member 1	5	
POU3F1	4	124551439	3009	#73af42	POU domain, class 3, transcription factor 1	5	
ATPIF1	4	132257866	4859	#73af42	ATPase inhibitory factor 1	5	
RPA2	4	132495671	10386	#73af42	replication protein A2	5	
KDM1A	4	136277844	52190	#73af42	lysine (K)-specific demethylase 1A	5	
EPHB2	4	136374851	188472	#73af42	Eph receptor B2	5	
CDC42	4	137049074	35996	#73af42	cell division cycle 42	5	
PINK1	4	138040721	12886	#73af42	PTEN induced putative kinase 1	5	
PLA2G2D	4	138503046	6317	#73af42	phospholipase A2, group IID	5	
UBR4	4	139107970	108873	#73af42	ubiquitin protein ligase E3 component n-recognin 4	5	
SDHB	4	140688582	17927	#73af42	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	5	
TNFRSF1B	4	144938938	34502	#73af42	tumor necrosis factor receptor superfamily, member 1b	5	
PLOD1	4	147994210	27023	#73af42	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	5	
NPPA	4	148085179	1352	#73af42	natriuretic peptide type A	5	
PGD	4	149234448	16714	#73af42	phosphogluconate dehydrogenase	5	
PIK3CD	4	149733625	52461	#73af42	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	5	
ISG15	4	156283881	1394	#73af42	ISG15 ubiquitin-like modifier	5	
LRRC17	5	21748525	32375	#73af42	leucine rich repeat containing 17	5	
SMARCD3	5	24797620	9380	#73af42	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	5	
PAXIP1	5	27945079	51469	#73af42	PAX interacting (with transcription-activation domain) protein 1	5	
TYMS	5	30263198	15425	#73af42	thymidylate synthase	5	
FOSL2	5	32293816	21367	#73af42	fos-like antigen 2	5	
ADD1	5	34731008	58644	#73af42	adducin 1 (alpha)	5	
HTT	5	34919084	150794	#73af42	huntingtin	5	
EVC2	5	37495822	86576	#73af42	EvC ciliary complex subunit 2	5	
RBPJ	5	53747828	66959	#73af42	recombination signal binding protein for immunoglobulin kappa J region	5	
CORIN	5	72457368	204515	#73af42	corin, serine peptidase	5	
GSX2	5	75236262	2292	#73af42	GS homeobox 2	5	
HOPX	5	77234833	28137	#73af42	HOP homeobox	5	
AREG	5	91287458	8833	#73af42	amphiregulin	5	
CXCL13	5	96104798	4129	#73af42	chemokine (C-X-C motif) ligand 13	5	
CNOT6L	5	96218192	91657	#73af42	CCR4-NOT transcription complex, subunit 6-like	5	
COQ2	5	100802592	19530	#73af42	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	5	
NKX6-1	5	101807063	5514	#73af42	NK6 homeobox 1	5	
IBSP	5	104447153	12185	#73af42	integrin binding sialoprotein	5	
SPP1	5	104584058	4861	#73af42	secreted phosphoprotein 1	5	
GFI1	5	107864521	9150	#73af42	growth factor independent 1 transcription repressor	5	
TMEM119	5	113931790	6667	#73af42	transmembrane protein 119	5	
SELPLG	5	113955859	12703	#73af42	selectin, platelet (p-selectin) ligand	5	
OASL2	5	115034995	15311	#73af42	2'-5' oligoadenylate synthetase-like 2	5	
COQ5	5	115417761	17270	#73af42	coenzyme Q5 methyltransferase	5	
RAB35	5	115770046	15171	#73af42	RAB35, member RAS oncogene family	5	
NOS1	5	118004904	92001	#73af42	nitric oxide synthase 1, neuronal	5	
TBX5	5	119972728	50555	#73af42	T-box 5	5	
ADGRD1	5	129173814	107849	#73af42	adhesion G protein-coupled receptor D1	5	
ELN	5	134731449	44728	#73af42	elastin	5	
ZNHIT1	5	137011048	5765	#73af42	zinc finger, HIT domain containing 1	5	
SERPINE1	5	137090360	10766	#73af42	serine (or cysteine) peptidase inhibitor, clade E, member 1	5	
TRIP6	5	137308161	4342	#73af42	thyroid hormone receptor interactor 6	5	
PDGFA	5	138961769	18930	#73af42	platelet derived growth factor, alpha	5	
BRCA2	5	150446086	47525	#73af42	breast cancer 2, early onset	5	
DLX6OS1	6	6820543	51084	#73af42	distal-less homeobox 6, opposite strand 1	5	
DLX6	6	6863334	4636	#73af42	distal-less homeobox 6	5	
UMAD1	6	8259288	169477	#73af42	UMAP1-MVP12 associated (UMA) domain containing 1	5	
WNT2	6	17988939	41505	#73af42	wingless-type MMTV integration site family, member 2	5	
CFTR	6	18170686	152082	#73af42	cystic fibrosis transmembrane conductance regulator	5	
LSM8	6	18848634	5417	#73af42	LSM8 homolog, U6 small nuclear RNA associated	5	
RBM28	6	29123572	41151	#73af42	RNA binding motif protein 28	5	
MEST	6	30738052	10413	#73af42	mesoderm specific transcript	5	
PLXNA4	6	32121494	443633	#73af42	plexin A4	5	
NOD1	6	54900927	48670	#73af42	nucleotide-binding oligomerization domain containing 1	5	
LSM5	6	56678048	3636	#73af42	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	5	
LANCL2	6	57679440	36994	#73af42	LanC (bacterial lantibiotic synthetase component C)-like 2	5	
NDNF	6	65648595	35319	#73af42	neuron-derived neurotrophic factor	5	
KDM3A	6	71565954	43947	#73af42	lysine (K)-specific demethylase 3A	5	
CTNNA2	6	76858620	1098030	#73af42	catenin (cadherin associated protein), alpha 2	5	
PCGF1	6	83055371	2465	#73af42	polycomb group ring finger 1	5	
TET3	6	83339356	94018	#73af42	tet methylcytosine dioxygenase 3	5	
MGLL	6	88701686	103656	#73af42	monoglyceride lipase	5	
WNT7A	6	91340963	47372	#73af42	wingless-type MMTV integration site family, member 7A	5	
LRIG1	6	94581510	95616	#73af42	leucine-rich repeats and immunoglobulin-like domains 1	5	
MITF	6	97968744	29575	#73af42	melanogenesis associated transcription factor	5	
BHLHE40	6	108637590	6296	#73af42	basic helix-loop-helix family, member e40	5	
RHO	6	115908869	8130	#73af42	rhodopsin	5	
CACNA1C	6	118564201	609169	#73af42	calcium channel, voltage-dependent, L type, alpha 1C subunit	5	
DCP1B	6	119152214	46361	#73af42	decapping mRNA 1B	5	
WNK1	6	119900930	114686	#73af42	WNK lysine deficient protein kinase 1	5	
MFAP5	6	122490543	15703	#73af42	microfibrillar associated protein 5	5	
DPPA3	6	122603383	3847	#73af42	developmental pluripotency-associated 3	5	
C3AR1	6	122824099	9017	#73af42	complement component 3a receptor 1	5	
MIR200C	6	124695285	68	#73af42	microRNA 200c	5	
P3H3	6	124818052	16628	#73af42	prolyl 3-hydroxylase 3	5	
NTF3	6	126078375	65332	#73af42	neurotrophin 3	5	
LMO3	6	138339916	219050	#73af42	LIM domain only 3	5	
IL11	7	4775377	10479	#73af42	interleukin 11	5	
ZFP541	7	15805770	24489	#73af42	zinc finger protein 541	5	
NANOS2	7	18721449	1438	#73af42	nanos C2HC-type zinc finger 2	5	
GIPR	7	18891050	9002	#73af42	gastric inhibitory polypeptide receptor	5	
COQ8B	7	26932438	24936	#73af42	coenzyme Q8B	5	
PAK4	7	28258244	39365	#73af42	p21 (RAC1) activated kinase 4	5	
SLC7A10	7	34885810	14726	#73af42	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	5	
ATF5	7	44461680	4402	#73af42	activating transcription factor 5	5	
MIR150	7	44771181	64	#73af42	microRNA 150	5	
PPFIA3	7	44988550	27893	#73af42	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	5	
ABCC6	7	45625804	53906	#73af42	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	5	
TSG101	7	46538698	31019	#73af42	tumor susceptibility gene 101	5	
MRGPRX1	7	47670719	6626	#73af42	MAS-related GPR, member X1	5	
MKRN3	7	62067341	2560	#73af42	makorin, ring finger protein, 3	5	
MAP6	7	98917553	68791	#73af42	microtubule-associated protein 6	5	
COQ7	7	118124285	8294	#73af42	demethyl-Q 7	5	
UQCRC2	7	120234412	24334	#73af42	ubiquinol cytochrome c reductase core protein 2	5	
LAT	7	125963000	5740	#73af42	linker for activation of T cells	5	
QPRT	7	126706942	14259	#73af42	quinolinate phosphoribosyltransferase	5	
TRIM72	7	127603550	7015	#73af42	tripartite motif-containing 72	5	
BNIP3	7	138492565	18670	#73af42	BCL2/adenovirus E1B interacting protein 3	5	
ECHS1	7	139685623	10711	#73af42	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	5	
NLRP6	7	140500815	8290	#73af42	NLR family, pyrin domain containing 6	5	
IFITM3	7	140589503	1154	#73af42	interferon induced transmembrane protein 3	5	
INS2	7	142232393	1070	#73af42	insulin II	5	
ANO1	7	144142286	150024	#73af42	anoctamin 1, calcium activated chloride channel	5	
MCOLN1	8	3550519	14712	#73af42	mucolipin 1	5	
ARHGEF7	8	11829284	55933	#73af42	Rho guanine nucleotide exchange factor (GEF7)	5	
MCF2L	8	12999423	71079	#73af42	mcf.2 transforming sequence-like	5	
LAMP1	8	13209161	16177	#73af42	lysosomal-associated membrane protein 1	5	
MCPH1	8	18645147	208057	#73af42	microcephaly, primary autosomal recessive 1	5	
ATP7B	8	22484364	65726	#73af42	ATPase, Cu++ transporting, beta polypeptide	5	
FGFR1	8	26008775	56959	#73af42	fibroblast growth factor receptor 1	5	
STAR	8	26298502	7508	#73af42	steroidogenic acute regulatory protein	5	
UNC5D	8	29136745	572919	#73af42	unc-5 netrin receptor D	5	
VEGFC	8	54530567	108922	#73af42	vascular endothelial growth factor C	5	
PDE4C	8	71176713	27112	#73af42	phosphodiesterase 4C, cAMP specific	5	
ARRDC2	8	71287782	4582	#73af42	arrestin domain containing 2	5	
PLVAP	8	71950397	14016	#73af42	plasmalemma vesicle associated protein	5	
POU4F2	8	79159638	3638	#73af42	POU domain, class 4, transcription factor 2	5	
IL15	8	83058253	70962	#73af42	interleukin 15	5	
IL27RA	8	84756915	12289	#73af42	interleukin 27 receptor, alpha	5	
CALR	8	85568717	4843	#73af42	calreticulin	5	
VPS35	8	85987014	39132	#73af42	VPS35 retromer complex component	5	
IRX5	8	93084424	3660	#73af42	Iroquois homeobox 5	5	
MT2	8	94899246	949	#73af42	metallothionein 2	5	
COQ9	8	95565041	16482	#73af42	coenzyme Q9	5	
ADGRG1	8	95711027	29809	#73af42	adhesion G protein-coupled receptor G1	5	
ADGRG3	8	95744320	27557	#73af42	adhesion G protein-coupled receptor G3	5	
CDH11	8	103358727	153016	#73af42	cadherin 11	5	
KCTD19	8	106109439	30695	#73af42	potassium channel tetramerisation domain containing 19	5	
NFAT5	8	108020102	86047	#73af42	nuclear factor of activated T cells 5	5	
ZFHX3	8	109441276	246992	#73af42	zinc finger homeobox 3	5	
ACTA1	8	124618497	3017	#73af42	actin alpha 1, skeletal muscle	5	
ITGB1	8	129412135	47925	#73af42	integrin beta 1 (fibronectin receptor beta)	5	
MMP3	9	7445822	10152	#73af42	matrix metallopeptidase 3	5	
MMP1A	9	7464141	12729	#73af42	matrix metallopeptidase 1a (interstitial collagenase)	5	
TRPC6	9	8544143	136599	#73af42	transient receptor potential cation channel, subfamily C, member 6	5	
DNMT1	9	20818502	52682	#73af42	DNA methyltransferase (cytosine-5) 1	5	
PDE4A	9	21108001	16543	#73af42	phosphodiesterase 4A, cAMP specific	5	
SPC24	9	21666736	4863	#73af42	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	5	
FLI1	9	32333500	119248	#73af42	Friend leukemia integration 1	5	
7630403G23RIK	9	33953667	16648	#73af42	RIKEN cDNA 7630403G23 gene	5	
CDON	9	35363372	55576	#73af42	cell adhesion molecule-related/down-regulated by oncogenes	5	
MFRP	9	44013067	7417	#73af42	membrane frizzled-related protein	5	
CXCR5	9	44423084	14657	#73af42	chemokine (C-X-C motif) receptor 5	5	
DDX6	9	44516189	35839	#73af42	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	5	
DSCAML1	9	45341651	323360	#73af42	DS cell adhesion molecule like 1	5	
SIK3	9	45924118	211374	#73af42	SIK family kinase 3	5	
APOC3	9	46144348	2586	#73af42	apolipoprotein C-III	5	
SIK2	9	50804101	116272	#73af42	salt inducible kinase 2	5	
ZC3H12C	9	52020871	58835	#73af42	zinc finger CCCH type containing 12C	5	
ATM	9	53348422	99549	#73af42	ataxia telangiectasia mutated	5	
HCN4	9	58730232	40225	#73af42	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	5	
PYGO1	9	72832927	26940	#73af42	pygopus 1	5	
UNC13C	9	73386706	489613	#73af42	unc-13 homolog C	5	
PRSS35	9	86625686	13873	#73af42	protease, serine 35	5	
ZIC1	9	91240111	7710	#73af42	zinc finger protein of the cerebellum 1	5	
MIR135A-1	9	106031323	89	#73af42	microRNA 135a-1	5	
MANF	9	106765952	3185	#73af42	mesencephalic astrocyte-derived neurotrophic factor	5	
CACNA2D2	9	107277079	129463	#73af42	calcium channel, voltage-dependent, alpha 2/delta subunit 2	5	
1700102P08RIK	9	108270033	4933	#73af42	RIKEN cDNA 1700102P08 gene	5	
PLXNB1	9	108924504	24479	#73af42	plexin B1	5	
MLH1	9	111057296	43380	#73af42	mutL homolog 1	5	
CCR8	9	119921199	2773	#73af42	chemokine (C-C motif) receptor 8	5	
CCK	9	121318890	5870	#73af42	cholecystokinin	5	
CDCP1	9	123001350	43753	#73af42	CUB domain containing protein 1	5	
XCR1	9	123681380	9714	#73af42	chemokine (C motif) receptor 1	5	
LANCL3	X	9066212	68112	#73af42	LanC lantibiotic synthetase component C-like 3 (bacterial)	5	
LAMP2	X	37508380	36957	#73af42	lysosomal-associated membrane protein 2	5	
STAG2	X	41239578	126485	#73af42	stromal antigen 2	5	
HPRT	X	52076955	33582	#73af42	hypoxanthine guanine phosphoribosyl transferase	5	
FHL1	X	55831887	6819	#73af42	four and a half LIM domains 1	5	
OPN1MW	X	73171072	23289	#73af42	opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)	5	
NONO	X	100473257	18942	#73af42	non-POU-domain-containing, octamer binding protein	5	
PCDH19	X	132483610	106132	#73af42	protocadherin 19	5	
COL4A6	X	139948399	308673	#73af42	collagen, type IV, alpha 6	5	
CDKL5	X	159567304	210373	#73af42	cyclin-dependent kinase-like 5	5	
PRDM14	1	13183652	13735	#73af42	PR domain containing 14	4	
PLCL1	1	55445105	348339	#73af42	phospholipase C-like 1	4	
NDUFS1	1	63182751	33230	#73af42	NADH:ubiquinone oxidoreductase core subunit S1	4	
CCL20	1	83094487	2401	#73af42	chemokine (C-C motif) ligand 20	4	
PIK3C2B	1	132973750	62676	#73af42	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	4	
CD34	1	194621129	22471	#73af42	CD34 antigen	4	
CR2	1	194819120	39907	#73af42	complement receptor 2	4	
MYCT1	10	5543728	13063	#73af42	myc target 1	4	
RSPO3	10	29329103	82760	#73af42	R-spondin 3	4	
HEY2	10	30708355	10424	#73af42	hairy/enhancer-of-split related with YRPW motif 2	4	
TRAF3IP2	10	39488930	42373	#73af42	TRAF3 interacting protein 2	4	
GJA1	10	56253396	13119	#73af42	gap junction protein, alpha 1	4	
AIFM2	10	61556428	18003	#73af42	apoptosis-inducing factor, mitochondrion-associated 2	4	
MADCAM1	10	79500393	3983	#73af42	mucosal vascular addressin cell adhesion molecule 1	4	
EEF2	10	81012465	5878	#73af42	eukaryotic translation elongation factor 2	4	
ALX1	10	102843708	20930	#73af42	ALX homeobox 1	4	
GABRG2	11	41801017	90667	#73af42	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	4	
AURKB	11	68936463	6028	#73af42	aurora kinase B	4	
DOC2B	11	75659096	27790	#73af42	double C2, beta	4	
HNF1B	11	83743786	52957	#73af42	HNF1 homeobox B	4	
PDK2	11	94917084	15113	#73af42	pyruvate dehydrogenase kinase, isoenzyme 2	4	
MED1	11	98048285	35834	#73af42	mediator complex subunit 1	4	
CAVIN1	11	100853597	7844	#73af42	caveolae associated 1	4	
GRN	11	102321333	6302	#73af42	granulin	4	
ITGB3	11	104498826	62471	#73af42	integrin beta 3	4	
DDX5	11	106671182	8138	#73af42	DEAD box helicase 5	4	
SIRT7	11	120509197	6643	#73af42	sirtuin 7	4	
RAC3	11	120612294	2501	#73af42	Rac family small GTPase 3	4	
MFSD2B	12	4912438	11921	#73af42	major facilitator superfamily domain containing 2B	4	
FANCM	12	65122377	56239	#73af42	Fanconi anemia, complementation group M	4	
DLK1	12	109419381	9881	#73af42	delta like non-canonical Notch ligand 1	4	
SYK	13	52750918	51910	#73af42	spleen tyrosine kinase	4	
MIR27B	13	63448526	72	#73af42	microRNA 27b	4	
MEF2C	13	83721726	93472	#73af42	myocyte enhancer factor 2C	4	
SMN1	13	100261363	12843	#73af42	survival motor neuron 1	4	
LGALS3	14	47611317	12307	#73af42	lectin, galactose binding, soluble 3	4	
GJB6	14	57360758	10310	#73af42	gap junction protein, beta 6	4	
CLU	14	66205932	13065	#73af42	clusterin	4	
DOCK5	14	67989377	181644	#73af42	dedicator of cytokinesis 5	4	
NALCN	14	123514053	350503	#73af42	sodium leak channel, non-selective	4	
RSPO2	15	42884191	150023	#73af42	R-spondin 2	4	
PDGFB	15	79880066	19112	#73af42	platelet derived growth factor, B polypeptide	4	
SLC38A2	15	96585273	12336	#73af42	solute carrier family 38, member 2	4	
SCN8A	15	100834152	109667	#73af42	sodium channel, voltage-gated, type VIII, alpha	4	
CLCN2	16	20521716	13670	#73af42	chloride channel, voltage-sensitive 2	4	
GSK3B	16	37909363	157083	#73af42	glycogen synthase kinase 3 beta	4	
RCAN1	16	92188839	74218	#73af42	regulator of calcineurin 1	4	
ACTL9	17	33651873	1368	#73af42	actin-like 9	4	
VEGFA	17	46327920	15383	#73af42	vascular endothelial growth factor A	4	
EPAS1	17	87061292	79546	#73af42	endothelial PAS domain protein 1	4	
TTR	18	20798307	9076	#73af42	transthyretin	4	
ATG12	18	46865484	9162	#73af42	autophagy related 12	4	
SYNPO	18	60733278	9898	#73af42	synaptopodin	4	
ATP8B1	18	64662050	132021	#73af42	ATPase, class I, type 8B, member 1	4	
SMAD7	18	75500436	28569	#73af42	SMAD family member 7	4	
CBLIF	19	11724923	15888	#73af42	cobalamin binding intrinsic factor	4	
FAS	19	34268059	37111	#73af42	Fas (TNF receptor superfamily member 6)	4	
IFIT1	19	34618289	9120	#73af42	interferon-induced protein with tetratricopeptide repeats 1	4	
CEP55	19	38043489	19384	#73af42	centrosomal protein 55	4	
OPTN	2	5025453	43475	#73af42	optineurin	4	
ARHGAP21	2	20852730	119802	#73af42	Rho GTPase activating protein 21	4	
LCN8	2	25543130	3098	#73af42	lipocalin 8	4	
LCN9	2	25713165	2384	#73af42	lipocalin 9	4	
CARD9	2	26242199	8722	#73af42	caspase recruitment domain family, member 9	4	
HSPA5	2	34662102	4439	#73af42	heat shock protein 5	4	
PPP6C	2	39086682	29679	#73af42	protein phosphatase 6, catalytic subunit	4	
IFIH1	2	62426137	50462	#73af42	interferon induced with helicase C domain 1	4	
TTC21B	2	66014671	72290	#73af42	tetratricopeptide repeat domain 21B	4	
DLX1	2	71359789	4536	#73af42	distal-less homeobox 1	4	
DLX2	2	71373752	3346	#73af42	distal-less homeobox 2	4	
PDK1	2	71705248	28954	#73af42	pyruvate dehydrogenase kinase, isoenzyme 1	4	
TTN	2	76534326	278564	#73af42	titin	4	
RAG2	2	101455057	7816	#73af42	recombination activating gene 2	4	
CD44	2	102641486	90524	#73af42	CD44 antigen	4	
MALL	2	127546310	25507	#73af42	mal, T cell differentiation protein-like	4	
POFUT1	2	153083452	28717	#73af42	protein O-fucosyltransferase 1	4	
MAP1LC3A	2	155118284	1709	#73af42	microtubule-associated protein 1 light chain 3 alpha	4	
SDC4	2	164266167	18941	#73af42	syndecan 4	4	
MMP9	2	164790139	7631	#73af42	matrix metallopeptidase 9	4	
BGLAP2	3	88285043	965	#73af42	bone gamma-carboxyglutamate protein 2	4	
CERS2	3	95226141	4769	#73af42	ceramide synthase 2	4	
ELOVL6	3	129326035	106107	#73af42	ELOVL family member 6, elongation of long chain fatty acids (yeast)	4	
ADGRL2	3	148521222	139049	#73af42	adhesion G protein-coupled receptor L2	4	
CCL21A	4	42772860	1131	#73af42	chemokine (C-C motif) ligand 21A (serine)	4	
RSPO1	4	124880223	22669	#73af42	R-spondin 1	4	
ZC3H12A	4	125012207	9467	#73af42	zinc finger CCCH type containing 12A	4	
PDPN	4	142993979	32155	#73af42	podoplanin	4	
PARK7	4	150981590	12788	#73af42	Parkinson disease (autosomal recessive, early onset) 7	4	
RPL22	4	152410183	8356	#73af42	ribosomal protein L22	4	
CIT	5	115983715	160685	#73af42	citron	4	
P2RX7	5	122788446	33906	#73af42	purinergic receptor P2X, ligand-gated ion channel, 7	4	
FZD9	5	135277792	2109	#73af42	frizzled class receptor 9	4	
COL1A2	6	4505618	35925	#73af42	collagen, type I, alpha 2	4	
