## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
ELL	8	8	1979	7072
SYMPK	8	4	1979	5787
DPF1	8	8	1979	7072
CHAF1B	8	2	1979	1163
GATD3	8	8	1979	7072
LZTR1	8	2	1979	1163
CLTCL1	8	8	1979	7072
ESS2	8	8	1979	7072
AKAP17A	8	8	1979	7072
USP9X	8	-2	1979	-1242
SMC1A	8	-1	1979	-1057
NAA10	8	-2	1979	-1242
TRRAP	8	8	1979	7072
PICALM	8	-2	1979	-1242
FZD6	8	3	1979	3821
H2AC13	8	8	1979	7072
H2BC8	8	8	1979	7072
H2BC17	8	8	1979	7072
H4C11	8	2	1979	1163
NME5	8	8	1979	7072
SLC25A11	8	8	1979	7072
TAGLN2	8	4	1979	5787
EEA1	8	4	1979	5787
STK24	8	8	1979	7072
GNPAT	8	4	1979	5787
DHX16	8	8	1979	7072
TTF2	8	4	1979	5787
SUPT3H	8	8	1979	7072
SMARCA5	8	2	1979	1163
IRS4	8	3	1979	3821
OGT	8	-3	1979	-1388
HIRIP3	8	8	1979	7072
MAP4K3	8	2	1979	1163
PEX3	8	3	1979	3821
HAT1	8	2	1979	1163
DGKE	8	2	1979	1163
DGKD	8	8	1979	7072
YBX3	8	3	1979	3821
CBX4	8	2	1979	1163
API5	8	3	1979	3821
AGPS	8	3	1979	3821
PIAS1	8	0	1979	-708
DEGS1	8	3	1979	3821
MADD	8	8	1979	7072
KHSRP	8	3	1979	3821
SLC25A12	8	3	1979	3821
PLPP1	8	8	1979	7072
USO1	8	3	1979	3821
CDK13	8	2	1979	1163
PSMG1	8	8	1979	7072
UNC5C	8	3	1979	3821
EIF3A	8	3	1979	3821
EIF3B	8	2	1979	1163
EIF3C	8	4	1979	5787
EIF3D	8	2	1979	1163
EIF3F	8	2	1979	1163
EIF3G	8	4	1979	5787
EIF3H	8	1	1979	-57
EIF3J	8	8	1979	7072
SLC4A4	8	4	1979	5787
VAMP4	8	4	1979	5787
STX10	8	4	1979	5787
SRSF9	8	1	1979	-57
CDC23	8	3	1979	3821
B4GALT3	8	8	1979	7072
MBTPS1	8	8	1979	7072
EDF1	8	8	1979	7072
SNX4	8	3	1979	3821
SNX3	8	4	1979	5787
URI1	8	8	1979	7072
CTNNAL1	8	8	1979	7072
GBF1	8	3	1979	3821
RNGTT	8	4	1979	5787
RIPK1	8	-7	1979	-1704
CDS2	8	8	1979	7072
PABPC4	8	1	1979	-57
RIOK3	8	1	1979	-57
PEX11B	8	3	1979	3821
PEX11A	8	8	1979	7072
SUCLG2	8	8	1979	7072
CCNK	8	4	1979	5787
BANF1	8	4	1979	5787
IQGAP1	8	-2	1979	-1242
NRP2	8	-5	1979	-1596
GGH	8	4	1979	5787
ALDH1A2	8	3	1979	3821
APLN	8	-2	1979	-1242
SYNJ1	8	4	1979	5787
SYNJ2	8	8	1979	7072
ARHGEF7	8	2	1979	1163
CDC16	8	4	1979	5787
CPNE3	8	3	1979	3821
BUD31	8	8	1979	7072
MTMR3	8	2	1979	1163
AP1M1	8	2	1979	1163
TIMELESS	8	3	1979	3821
MBD4	8	3	1979	3821
WASF1	8	8	1979	7072
FUBP3	8	8	1979	7072
H3C7	8	2	1979	1163
P4HA2	8	8	1979	7072
WASL	8	3	1979	3821
LIMD1	8	3	1979	3821
KALRN	8	3	1979	3821
MPZL1	8	4	1979	5787
BRSK2	8	2	1979	1163
RNF8	8	0	1979	-708
HIP1R	8	8	1979	7072
UBE2M	8	0	1979	-708
BTAF1	8	3	1979	3821
PIAS2	8	8	1979	7072
ASH2L	8	2	1979	1163
CLDN2	8	1	1979	-57
DIRAS3	8	8	1979	7072
SART1	8	3	1979	3821
MTMR6	8	4	1979	5787
MTMR4	8	8	1979	7072
LATS1	8	-3	1979	-1388
INA	8	8	1979	7072
PDLIM1	8	3	1979	3821
PRPF4	8	2	1979	1163
PRPF3	8	4	1979	5787
FAM50A	8	4	1979	5787
CCNB2	8	8	1979	7072
RABEP1	8	8	1979	7072
ARHGEF1	8	8	1979	7072
ATG12	8	8	1979	7072
CTDP1	8	3	1979	3821
EBAG9	8	8	1979	7072
COX7A2L	8	8	1979	7072
SCAF11	8	2	1979	1163
ZW10	8	4	1979	5787
ZMYM4	8	8	1979	7072
ZMYM3	8	4	1979	5787
ZMYM6	8	8	1979	7072
LRRFIP1	8	1	1979	-57
LRRFIP2	8	1	1979	-57
XPR1	8	2	1979	1163
RAB11B	8	1	1979	-57
TBRG4	8	3	1979	3821
PDLIM7	8	3	1979	3821
BCL7C	8	8	1979	7072
WDR46	8	8	1979	7072
SRSF11	8	8	1979	7072
TRIP11	8	3	1979	3821
GTF3C5	8	8	1979	7072
GTF3C4	8	4	1979	5787
VAMP3	8	4	1979	5787
TAOK2	8	8	1979	7072
SLC9A3R2	8	8	1979	7072
PPIG	8	3	1979	3821
RAB9A	8	0	1979	-708
ZFYVE9	8	8	1979	7072
TM9SF2	8	2	1979	1163
COG1	8	4	1979	5787
NMT2	8	8	1979	7072
RECQL5	8	0	1979	-708
RECQL4	8	8	1979	7072
ARHGAP29	8	-1	1979	-1057
TJP2	8	8	1979	7072
CDYL	8	3	1979	3821
MED26	8	8	1979	7072
ARHGEF6	8	8	1979	7072
EIF4E2	8	-1	1979	-1057
PGS1	8	8	1979	7072
FXR2	8	4	1979	5787
EEF1E1	8	3	1979	3821
GOSR1	8	4	1979	5787
TP53I11	8	8	1979	7072
EI24	8	3	1979	3821
SPAG7	8	8	1979	7072
MINPP1	8	2	1979	1163
GTPBP1	8	3	1979	3821
RBM39	8	2	1979	1163
KIF20B	8	8	1979	7072
AKAP12	8	2	1979	1163
NCOR1	8	2	1979	1163
NCOR2	8	2	1979	1163
CELSR1	8	8	1979	7072
ISG15	8	-4	1979	-1510
ZNF592	8	8	1979	7072
MICAL2	8	8	1979	7072
GCC2	8	8	1979	7072
MTFR1	8	8	1979	7072
MDC1	8	8	1979	7072
IQCB1	8	8	1979	7072
ZNF516	8	8	1979	7072
CEP135	8	8	1979	7072
MARF1	8	8	1979	7072
DZIP3	8	3	1979	3821
SAFB2	8	8	1979	7072
KIAA0040	8	8	1979	7072
TTI1	8	2	1979	1163
PPIP5K1	8	8	1979	7072
PHF14	8	8	1979	7072
N4BP1	8	3	1979	3821
CLINT1	8	3	1979	3821
UBE3C	8	2	1979	1163
ESPL1	8	2	1979	1163
HERPUD1	8	3	1979	3821
GARRE1	8	4	1979	5787
RUBCN	8	8	1979	7072
ZNF646	8	8	1979	7072
RAB11FIP3	8	8	1979	7072
CEP104	8	8	1979	7072
DOCK4	8	8	1979	7072
KNTC1	8	8	1979	7072
CCP110	8	2	1979	1163
SETD1A	8	8	1979	7072
ARHGAP32	8	8	1979	7072
ZNF536	8	8	1979	7072
SLK	8	4	1979	5787
PHACTR2	8	8	1979	7072
TBKBP1	8	8	1979	7072
KMT2B	8	1	1979	-57
FRMPD4	8	1	1979	-57
ZFYVE16	8	8	1979	7072
JADE3	8	8	1979	7072
SNX17	8	3	1979	3821
DHX38	8	8	1979	7072
KIAA0586	8	8	1979	7072
DLGAP5	8	2	1979	1163
SPCS2	8	2	1979	1163
CKAP5	8	2	1979	1163
TOMM20	8	2	1979	1163
IP6K1	8	8	1979	7072
RNF40	8	2	1979	1163
SFI1	8	8	1979	7072
GIT2	8	8	1979	7072
URB2	8	3	1979	3821
NUP58	8	8	1979	7072
TSC22D2	8	8	1979	7072
ARMCX2	8	8	1979	7072
SPATA2	8	8	1979	7072
ARHGEF11	8	3	1979	3821
RGP1	8	8	1979	7072
PLEKHM1	8	1	1979	-57
MFAP3L	8	4	1979	5787
RUSC2	8	8	1979	7072
C2CD2L	8	1	1979	-57
FARP2	8	8	1979	7072
CEP350	8	8	1979	7072
CEP170	8	8	1979	7072
PSMD6	8	4	1979	5787
AREL1	8	8	1979	7072
TLK1	8	8	1979	7072
ZC3H11A	8	4	1979	5787
DDX46	8	3	1979	3821
POM121	8	3	1979	3821
OSBPL2	8	2	1979	1163
ZBED4	8	8	1979	7072
TECPR2	8	2	1979	1163
SV2A	8	3	1979	3821
MRC2	8	4	1979	5787
RBM19	8	8	1979	7072
RABGAP1L	8	4	1979	5787
SUPT7L	8	8	1979	7072
NCAPD2	8	8	1979	7072
SEC16A	8	2	1979	1163
RNF10	8	8	1979	7072
IQSEC1	8	1	1979	-57
LPGAT1	8	8	1979	7072
MFN2	8	-5	1979	-1596
KIF14	8	8	1979	7072
HELZ	8	8	1979	7072
PUM3	8	8	1979	7072
EXOG	8	4	1979	5787
OXSR1	8	8	1979	7072
THRAP3	8	2	1979	1163
NUP153	8	4	1979	5787
DOP1B	8	3	1979	3821
THOC1	8	8	1979	7072
HNRNPDL	8	3	1979	3821
PPP4R1	8	8	1979	7072
SLC12A6	8	2	1979	1163
PTBP3	8	8	1979	7072
NAALAD2	8	8	1979	7072
ACOT8	8	8	1979	7072
TROAP	8	3	1979	3821
PIGK	8	1	1979	-57
CHAF1A	8	-2	1979	-1242
HMGXB4	8	8	1979	7072
RANBP9	8	8	1979	7072
GJC1	8	4	1979	5787
ABCC5	8	8	1979	7072
ABCF2	8	1	1979	-57
SCAMP3	8	3	1979	3821
DPP3	8	0	1979	-708
ATP9A	8	4	1979	5787
PQBP1	8	3	1979	3821
CERT1	8	3	1979	3821
ARPC5	8	8	1979	7072
ACTR3	8	0	1979	-708
ACTR2	8	1	1979	-57
NUBP2	8	4	1979	5787
TSFM	8	8	1979	7072
PPIF	8	3	1979	3821
RAD50	8	3	1979	3821
KIF20A	8	4	1979	5787
ACTR1A	8	4	1979	5787
RBM12	8	8	1979	7072
SUGP2	8	8	1979	7072
ABI2	8	8	1979	7072
AASS	8	8	1979	7072
WASF2	8	8	1979	7072
SLC25A13	8	1	1979	-57
SORBS3	8	3	1979	3821
RBM7	8	4	1979	5787
RBM6	8	8	1979	7072
RBM5	8	4	1979	5787
TXNDC9	8	8	1979	7072
MPHOSPH9	8	8	1979	7072
MPHOSPH10	8	8	1979	7072
MPHOSPH6	8	4	1979	5787
PATJ	8	8	1979	7072
MFSD10	8	4	1979	5787
STX6	8	3	1979	3821
HNRNPR	8	4	1979	5787
AP3S2	8	8	1979	7072
GPHN	8	8	1979	7072
TIMM17B	8	4	1979	5787
SPRY2	8	0	1979	-708
DENND4A	8	8	1979	7072
STAG1	8	2	1979	1163
BET1	8	4	1979	5787
CWC27	8	8	1979	7072
RRAGB	8	8	1979	7072
TFG	8	-1	1979	-1057
WARS2	8	8	1979	7072
NPM3	8	4	1979	5787
HMG20A	8	4	1979	5787
KLF2	8	0	1979	-708
TUBB4B	8	2	1979	1163
BTN3A3	8	8	1979	7072
SCML2	8	8	1979	7072
CEPT1	8	3	1979	3821
ATP8A1	8	8	1979	7072
PRMT5	8	-7	1979	-1704
CD2BP2	8	4	1979	5787
CDIPT	8	8	1979	7072
SEC24B	8	8	1979	7072
CFDP1	8	8	1979	7072
RBM14	8	4	1979	5787
ECI2	8	4	1979	5787
GPNMB	8	1	1979	-57
COG5	8	2	1979	1163
SLC25A17	8	8	1979	7072
NXF1	8	4	1979	5787
SEC23A	8	3	1979	3821
CAP2	8	8	1979	7072
CAP1	8	2	1979	1163
VTI1B	8	3	1979	3821
VAT1	8	0	1979	-708
STK25	8	3	1979	3821
UNC13B	8	8	1979	7072
CHERP	8	4	1979	5787
NEBL	8	4	1979	5787
PITRM1	8	4	1979	5787
P3H3	8	8	1979	7072
GLRX3	8	8	1979	7072
ARPC1A	8	8	1979	7072
AGPAT1	8	8	1979	7072
RPP38	8	8	1979	7072
ARFGEF2	8	4	1979	5787
RABAC1	8	8	1979	7072
DPYSL4	8	8	1979	7072
CCT7	8	1	1979	-57
CCT4	8	1	1979	-57
CCT2	8	1	1979	-57
SORBS1	8	8	1979	7072
SMC2	8	4	1979	5787
AHSA1	8	4	1979	5787
SH2B2	8	8	1979	7072
ERLIN1	8	0	1979	-708
SPAG5	8	8	1979	7072
ARID3B	8	3	1979	3821
POLR3C	8	8	1979	7072
TAF6L	8	8	1979	7072
IGF2BP3	8	-6	1979	-1661
SPINT2	8	1	1979	-57
CELF1	8	2	1979	1163
CELF2	8	2	1979	1163
DCTN6	8	8	1979	7072
GNA13	8	0	1979	-708
EBP	8	4	1979	5787
CCT6B	8	8	1979	7072
CCT8	8	2	1979	1163
CNPY3	8	8	1979	7072
USP39	8	1	1979	-57
POLD3	8	3	1979	3821
CERS1	8	8	1979	7072
SLC12A7	8	4	1979	5787
RAI1	8	8	1979	7072
KIF1C	8	1	1979	-57
GIPC1	8	2	1979	1163
NUP50	8	8	1979	7072
NES	8	2	1979	1163
HBS1L	8	2	1979	1163
SRSF10	8	3	1979	3821
POP4	8	8	1979	7072
NCKAP1	8	2	1979	1163
ZNF273	8	8	1979	7072
MTHFD2	8	3	1979	3821
RPP40	8	8	1979	7072
SEC24A	8	4	1979	5787
FAM114A2	8	8	1979	7072
TUBGCP2	8	8	1979	7072
PPP1R13L	8	8	1979	7072
POLR1G	8	8	1979	7072
USP20	8	2	1979	1163
MALT1	8	2	1979	1163
MMP24	8	8	1979	7072
YIF1A	8	8	1979	7072
DHRS4	8	8	1979	7072
BRD8	8	3	1979	3821
PAPOLA	8	2	1979	1163
TCERG1	8	8	1979	7072
MAGED2	8	4	1979	5787
RNPS1	8	8	1979	7072
SUB1	8	0	1979	-708
RALBP1	8	1	1979	-57
PRDX3	8	3	1979	3821
GPR75	8	8	1979	7072
EHD1	8	8	1979	7072
MSL3	8	3	1979	3821
C11orf58	8	8	1979	7072
KDELR1	8	4	1979	5787
SF3A3	8	1	1979	-57
STARD3	8	2	1979	1163
CBX1	8	3	1979	3821
LMAN2	8	2	1979	1163
ACOT2	8	8	1979	7072
CLP1	8	3	1979	3821
MAPRE2	8	8	1979	7072
GCN1	8	2	1979	1163
ILVBL	8	8	1979	7072
SLC27A4	8	8	1979	7072
SLC27A3	8	8	1979	7072
SLC27A2	8	2	1979	1163
KIF2C	8	4	1979	5787
TLK2	8	2	1979	1163
LIAS	8	2	1979	1163
TDRKH	8	8	1979	7072
B4GAT1	8	4	1979	5787
NUDT21	8	-1	1979	-1057
DDX52	8	3	1979	3821
TMEM115	8	8	1979	7072
RER1	8	2	1979	1163
DIDO1	8	8	1979	7072
WDR5	8	1	1979	-57
NUP42	8	8	1979	7072
KRR1	8	4	1979	5787
KATNA1	8	2	1979	1163
CIT	8	8	1979	7072
CEP43	8	8	1979	7072
BTN3A2	8	8	1979	7072
KIF3A	8	8	1979	7072
POLR3A	8	0	1979	-708
CLASRP	8	8	1979	7072
ZWINT	8	8	1979	7072
GLMN	8	8	1979	7072
BVES	8	3	1979	3821
WDR45	8	1	1979	-57
FICD	8	4	1979	5787
ERLIN2	8	-2	1979	-1242
NUDT5	8	0	1979	-708
FSTL1	8	1	1979	-57
WDHD1	8	3	1979	3821
STRAP	8	3	1979	3821
BAZ1A	8	8	1979	7072
LZTS1	8	8	1979	7072
CEP250	8	2	1979	1163
WBP4	8	8	1979	7072
SEC23IP	8	4	1979	5787
AKAP10	8	8	1979	7072
DDX20	8	4	1979	5787
RASSF8	8	8	1979	7072
PRAF2	8	4	1979	5787
PDCD10	8	8	1979	7072
DCTN3	8	8	1979	7072
XPOT	8	4	1979	5787
DUSP12	8	8	1979	7072
ATXN2L	8	4	1979	5787
SYNRG	8	8	1979	7072
KLF12	8	2	1979	1163
VPS45	8	1	1979	-57
PARK7	8	-1	1979	-1057
GPN1	8	3	1979	3821
STK38	8	1	1979	-57
ACOT7	8	8	1979	7072
CBX3	8	-3	1979	-1388
TWF2	8	8	1979	7072
COG2	8	4	1979	5787
XRN2	8	2	1979	1163
COPG1	8	2	1979	1163
RASA3	8	8	1979	7072
MTF2	8	8	1979	7072
PUF60	8	3	1979	3821
SCAF8	8	8	1979	7072
CEP162	8	8	1979	7072
ZFP30	8	8	1979	7072
COBLL1	8	8	1979	7072
DLGAP4	8	3	1979	3821
RAB11FIP2	8	8	1979	7072
ZNF507	8	8	1979	7072
AAK1	8	8	1979	7072
ADNP2	8	8	1979	7072
LMTK2	8	8	1979	7072
ADGRL1	8	8	1979	7072
R3HDM2	8	8	1979	7072
SEC31A	8	4	1979	5787
PLEKHA6	8	8	1979	7072
INPP5F	8	8	1979	7072
MLXIP	8	8	1979	7072
MORC2	8	2	1979	1163
CEP164	8	8	1979	7072
RUFY3	8	8	1979	7072
EPN2	8	4	1979	5787
TRAK1	8	4	1979	5787
WDR47	8	8	1979	7072
MAPRE3	8	8	1979	7072
HABP4	8	8	1979	7072
RAB18	8	2	1979	1163
CCT5	8	1	1979	-57
TPX2	8	1	1979	-57
PAXIP1	8	8	1979	7072
NT5C2	8	0	1979	-708
TCF25	8	3	1979	3821
ACIN1	8	3	1979	3821
PCNX1	8	8	1979	7072
KDM2A	8	2	1979	1163
CEP152	8	8	1979	7072
LIMCH1	8	8	1979	7072
WDFY3	8	1	1979	-57
RAB21	8	4	1979	5787
SPEN	8	2	1979	1163
CNOT1	8	3	1979	3821
PALLD	8	8	1979	7072
PDZRN3	8	8	1979	7072
KDM1A	8	1	1979	-57
DOP1A	8	8	1979	7072
ZNF292	8	2	1979	1163
XPO7	8	2	1979	1163
MON2	8	8	1979	7072
PDXDC1	8	8	1979	7072
SMG1	8	4	1979	5787
ZHX3	8	4	1979	5787
NCOA6	8	3	1979	3821
ZNF609	8	8	1979	7072
TBC1D9B	8	8	1979	7072
GGA2	8	4	1979	5787
WAPL	8	3	1979	3821
SETX	8	3	1979	3821
SETD1B	8	8	1979	7072
CMTR1	8	8	1979	7072
UHRF1BP1L	8	4	1979	5787
SWAP70	8	8	1979	7072
ERC1	8	8	1979	7072
EXPH5	8	3	1979	3821
SIPA1L3	8	8	1979	7072
TBC1D2B	8	8	1979	7072
TOGARAM1	8	8	1979	7072
ATG2A	8	3	1979	3821
GPATCH8	8	8	1979	7072
RAD54L2	8	2	1979	1163
PHF8	8	3	1979	3821
KDM6B	8	-4	1979	-1510
FRMD4B	8	8	1979	7072
GRAMD4	8	8	1979	7072
CIC	8	3	1979	3821
TBC1D9	8	8	1979	7072
WDR43	8	3	1979	3821
SNX13	8	8	1979	7072
GGA3	8	8	1979	7072
NUP205	8	2	1979	1163
ZCCHC14	8	5	1979	7017
SEPTIN8	8	4	1979	5787
RFTN1	8	8	1979	7072
MESD	8	3	1979	3821
LARP4B	8	4	1979	5787
RCOR1	8	2	1979	1163
PHLDB1	8	8	1979	7072
KANK1	8	3	1979	3821
GSE1	8	2	1979	1163
PLEKHM2	8	8	1979	7072
ZC3H4	8	3	1979	3821
PRRC2C	8	4	1979	5787
NBEAL2	8	4	1979	5787
PLCL2	8	8	1979	7072
TBC1D12	8	8	1979	7072
EXOC6B	8	8	1979	7072
PLCB1	8	8	1979	7072
ARC	8	3	1979	3821
PHLPP1	8	4	1979	5787
COBL	8	8	1979	7072
RPRD2	8	8	1979	7072
ATP11A	8	3	1979	3821
MTCL1	8	2	1979	1163
DENND5A	8	8	1979	7072
ZC3H7B	8	8	1979	7072
EXOC7	8	3	1979	3821
DNMBP	8	2	1979	1163
MGA	8	8	1979	7072
CAMSAP2	8	0	1979	-708
TASOR	8	8	1979	7072
POFUT2	8	8	1979	7072
CSTF2T	8	4	1979	5787
ANKS1A	8	8	1979	7072
BICD2	8	1	1979	-57
EHBP1	8	8	1979	7072
KIF13B	8	8	1979	7072
NEMP1	8	8	1979	7072
FKBP15	8	8	1979	7072
NCAPD3	8	3	1979	3821
TUT4	8	8	1979	7072
RPGRIP1L	8	2	1979	1163
WASHC4	8	2	1979	1163
TTC28	8	8	1979	7072
DPY19L1	8	8	1979	7072
SZT2	8	2	1979	1163
WDR7	8	8	1979	7072
SMCHD1	8	1	1979	-57
DOCK9	8	8	1979	7072
U2SURP	8	2	1979	1163
HAUS5	8	8	1979	7072
VPS8	8	8	1979	7072
USP24	8	1	1979	-57
ZNF629	8	8	1979	7072
ARHGEF12	8	4	1979	5787
PPP1R13B	8	8	1979	7072
PUM2	8	1	1979	-57
ARHGEF18	8	8	1979	7072
CRTC1	8	2	1979	1163
ICE1	8	8	1979	7072
AHCYL2	8	8	1979	7072
SPECC1L	8	2	1979	1163
NCSTN	8	1	1979	-57
ECPAS	8	8	1979	7072
ADNP	8	2	1979	1163
LARS2	8	8	1979	7072
PPWD1	8	3	1979	3821
ATP13A2	8	1	1979	-57
TDRD7	8	8	1979	7072
GRIP1	8	2	1979	1163
AP4E1	8	2	1979	1163
HARS2	8	3	1979	3821
SLC35A3	8	8	1979	7072
ICMT	8	1	1979	-57
PHF3	8	8	1979	7072
SEC11A	8	8	1979	7072
ISCU	8	2	1979	1163
POFUT1	8	8	1979	7072
NUP188	8	4	1979	5787
MORC3	8	8	1979	7072
MTREX	8	0	1979	-708
R3HDM1	8	4	1979	5787
CABIN1	8	8	1979	7072
ACAP2	8	8	1979	7072
ZNF281	8	8	1979	7072
NNT	8	3	1979	3821
TNPO3	8	8	1979	7072
ZNF346	8	8	1979	7072
PADI4	8	-3	1979	-1388
CDC42EP4	8	8	1979	7072
PDSS1	8	3	1979	3821
ORC3	8	8	1979	7072
ACOT9	8	2	1979	1163
CORO1C	8	1	1979	-57
CD2AP	8	8	1979	7072
MKRN2	8	4	1979	5787
KPNA6	8	8	1979	7072
RABGAP1	8	8	1979	7072
EDC4	8	8	1979	7072
ARFIP2	8	8	1979	7072
POLA2	8	8	1979	7072
PRKD3	8	3	1979	3821
TMEM245	8	8	1979	7072
PPIL2	8	8	1979	7072
FLRT3	8	4	1979	5787
APOL2	8	8	1979	7072
BCL2L13	8	8	1979	7072
MTCH2	8	3	1979	3821
ZNF318	8	8	1979	7072
RHBDD3	8	4	1979	5787
SAMM50	8	2	1979	1163
KLK5	8	8	1979	7072
MTO1	8	8	1979	7072
TMEM184B	8	8	1979	7072
HECTD1	8	3	1979	3821
NIPBL	8	3	1979	3821
COG4	8	2	1979	1163
METTL7A	8	8	1979	7072
ASF1A	8	8	1979	7072
YIPF3	8	8	1979	7072
SUMF2	8	4	1979	5787
NEPRO	8	8	1979	7072
MPC2	8	8	1979	7072
POLR1A	8	2	1979	1163
IFFO1	8	8	1979	7072
CNOT10	8	8	1979	7072
RTTN	8	8	1979	7072
THUMPD3	8	8	1979	7072
NELFB	8	8	1979	7072
PTPN23	8	8	1979	7072
HEATR5A	8	8	1979	7072
SIN3A	8	1	1979	-57
PNKD	8	3	1979	3821
PNISR	8	8	1979	7072
TMEM87A	8	4	1979	5787
NGDN	8	8	1979	7072
IBTK	8	3	1979	3821
TBC1D10B	8	8	1979	7072
MOXD1	8	8	1979	7072
C2CD3	8	8	1979	7072
ZZZ3	8	8	1979	7072
SPATS2L	8	3	1979	3821
FAM32A	8	8	1979	7072
PLEKHG3	8	8	1979	7072
OSBPL3	8	2	1979	1163
SUSD5	8	8	1979	7072
SIPA1L1	8	2	1979	1163
UBXN7	8	1	1979	-57
LTN1	8	4	1979	5787
FAM169A	8	4	1979	5787
PPP1R16B	8	8	1979	7072
SENP6	8	8	1979	7072
GIGYF2	8	3	1979	3821
ERC2	8	4	1979	5787
APPL1	8	2	1979	1163
HACL1	8	8	1979	7072
DECR2	8	8	1979	7072
RAI14	8	4	1979	5787
GGA1	8	8	1979	7072
CHTOP	8	8	1979	7072
PRPF31	8	2	1979	1163
TCTN3	8	3	1979	3821
SERBP1	8	-2	1979	-1242
TES	8	2	1979	1163
TRAF3IP1	8	8	1979	7072
IFT172	8	4	1979	5787
INTS1	8	4	1979	5787
GMEB2	8	8	1979	7072
TIAM2	8	1	1979	-57
FBXL4	8	8	1979	7072
CABYR	8	8	1979	7072
BLOC1S6	8	2	1979	1163
FBXO5	8	3	1979	3821
HIBCH	8	8	1979	7072
VPS33B	8	3	1979	3821
ARFGAP3	8	8	1979	7072
MYCBP	8	3	1979	3821
FAM162A	8	8	1979	7072
CNNM4	8	8	1979	7072
MYOF	8	1	1979	-57
INTS6	8	8	1979	7072
TIMM13	8	8	1979	7072
TIMM8B	8	8	1979	7072
DAZAP1	8	4	1979	5787
AATF	8	3	1979	3821
ELP4	8	8	1979	7072
RPS6KC1	8	8	1979	7072
STEAP1	8	3	1979	3821
RANBP6	8	4	1979	5787
COPG2	8	3	1979	3821
NBEA	8	8	1979	7072
AP3M1	8	4	1979	5787
PABPC1	8	1	1979	-57
AKAP8L	8	3	1979	3821
NPTN	8	8	1979	7072
UTP25	8	8	1979	7072
PELP1	8	2	1979	1163
ANKRD1	8	1	1979	-57
LAMP3	8	3	1979	3821
RPUSD2	8	8	1979	7072
B3GAT1	8	8	1979	7072
TAF5L	8	8	1979	7072
EIF2AK1	8	3	1979	3821
ZBTB11	8	3	1979	3821
AFF4	8	2	1979	1163
PALD1	8	8	1979	7072
FILIP1	8	8	1979	7072
BRPF3	8	8	1979	7072
AGO2	8	-4	1979	-1510
ARHGEF16	8	8	1979	7072
GPKOW	8	2	1979	1163
NFU1	8	4	1979	5787
ZNF330	8	8	1979	7072
RBMX	8	1	1979	-57
TNRC6A	8	4	1979	5787
ZNF638	8	8	1979	7072
EIF3K	8	4	1979	5787
UTP20	8	3	1979	3821
RRP7A	8	3	1979	3821
RABGEF1	8	2	1979	1163
TMEM97	8	2	1979	1163
TOR2A	8	4	1979	5787
HDHD5	8	4	1979	5787
SLCO3A1	8	8	1979	7072
CCDC22	8	3	1979	3821
LAMTOR2	8	2	1979	1163
OSTM1	8	8	1979	7072
GIT1	8	8	1979	7072
SNX24	8	8	1979	7072
MRPL42	8	8	1979	7072
NOB1	8	3	1979	3821
DBNL	8	8	1979	7072
TMEM230	8	4	1979	5787
WDR91	8	8	1979	7072
SETD2	8	-5	1979	-1596
CCDC59	8	8	1979	7072
MRPL15	8	2	1979	1163
CNIH4	8	8	1979	7072
FHOD1	8	8	1979	7072
SAP30BP	8	8	1979	7072
RACGAP1	8	3	1979	3821
TMOD3	8	0	1979	-708
TMOD2	8	8	1979	7072
CARD10	8	8	1979	7072
OLA1	8	8	1979	7072
ZDHHC8	8	8	1979	7072
UBN1	8	8	1979	7072
ALG5	8	4	1979	5787
ANAPC2	8	4	1979	5787
STRN4	8	2	1979	1163
RBM15B	8	8	1979	7072
UBIAD1	8	4	1979	5787
HCFC2	8	8	1979	7072
EPN1	8	3	1979	3821
SNX12	8	8	1979	7072
PKN3	8	3	1979	3821
ANAPC4	8	4	1979	5787
SLC25A24	8	8	1979	7072
NRBP1	8	2	1979	1163
STRN3	8	8	1979	7072
SCHIP1	8	8	1979	7072
UBQLN1	8	1	1979	-57
NRBF2	8	3	1979	3821
BAZ2B	8	8	1979	7072
NOP53	8	4	1979	5787
BICRA	8	2	1979	1163
SH3KBP1	8	1	1979	-57
PLA2G2E	8	3	1979	3821
PIK3R4	8	3	1979	3821
CDR2L	8	3	1979	3821
STOML2	8	1	1979	-57
ZBTB21	8	8	1979	7072
SCAPER	8	4	1979	5787
NOX4	8	-3	1979	-1388
IL22	8	0	1979	-708
ITSN2	8	4	1979	5787
GEMIN4	8	8	1979	7072
MYEF2	8	4	1979	5787
ASAP1	8	2	1979	1163
AK3	8	8	1979	7072
F11R	8	3	1979	3821
COQ6	8	4	1979	5787
EXOSC3	8	3	1979	3821
ATL1	8	2	1979	1163
RPS27L	8	8	1979	7072
YARS2	8	8	1979	7072
NOSIP	8	4	1979	5787
TMX2	8	2	1979	1163
SIDT2	8	8	1979	7072
ADIPOR1	8	0	1979	-708
SH3GLB1	8	4	1979	5787
ZC2HC1A	8	8	1979	7072
RDH11	8	8	1979	7072
TRAPPC12	8	8	1979	7072
RNFT1	8	8	1979	7072
DYNC1LI1	8	4	1979	5787
HSD17B12	8	2	1979	1163
DCTN4	8	8	1979	7072
HSD17B11	8	8	1979	7072
HERC5	8	2	1979	1163
IPO11	8	2	1979	1163
