## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta
Paqr3	0	-4	521	266
Cobl	0	-7	521	-425
Spred2	0	-6	521	-233
Abhd6	0	-6	521	-233
Ang	0	-5	521	61
Lats2	0	-7	521	-425
Tbc1d4	0	-7	521	-425
Efnb2	0	-7	521	-425
Ror2	0	-6	521	-233
Wnk2	0	-8	521	-483
Pdcd6	0	-8	521	-483
Axl	0	-5	521	61
Egln2	0	-7	521	-425
Egln1	0	-7	521	-425
Tnrc6a	0	-5	521	61
Ano1	0	-5	521	61
Tpcn2	0	-6	521	-233
Dagla	0	-5	521	61
Zfyve27	0	-5	521	61
Sfrp5	0	-6	521	-233
Trpm3	0	-4	521	266
Ubash3a	0	-6	521	-233
Gopc	0	-5	521	61
Slc7a11	0	-6	521	-233
Wdr47	0	-6	521	-233
Kif5c	0	-5	521	61
Zeb2	0	-8	521	-483
Cobll1	0	-4	521	266
Rtn4rl2	0	-6	521	-233
Pax1	0	-6	521	-233
Ocstamp	0	-7	521	-425
Slc9a8	0	-6	521	-233
Adamtsl2	0	-5	521	61
Lrrc8a	0	-7	521	-425
Immt	0	-4	521	266
Pex5	0	-7	521	-425
Pappa1	0	-5	521	61
Trim32	0	-4	521	266
Car9	0	-8	521	-483
Ephb2	0	-6	521	-233
Lpin1	0	-4	521	266
Mdm2	0	-3	521	324
Irak3	0	-6	521	-233
Kif5a	0	-5	521	61
Gsdmd	0	-5	521	61
Mrtfa	0	-6	521	-233
Mlc1	0	-4	521	266
Panx1	0	-11	521	-512
Sik2	0	-5	521	61
Elovl4	0	-7	521	-425
Arih2	0	-5	521	61
Tfeb	0	-7	521	-425
Taf1	0	-6	521	-233
Arx	0	-6	521	-233
Fus	0	-6	521	-233
Wnk3	0	-6	521	-233
Tph2	0	-6	521	-233
Tlr9	0	-5	521	61
Slit2	0	-7	521	-425
Hsd3b1	0	-6	521	-233
Emp2	0	-5	521	61
Gfpt2	0	-5	521	61
Dusp14	0	-7	521	-425
Igfbp4	0	-5	521	61
Morc1	0	-5	521	61
Prkdc	0	-5	521	61
Sun1	0	-6	521	-233
Ulk1	0	-7	521	-425
Nek7	0	-5	521	61
Cirop	0	-6	521	-233
Smim4	0	-6	521	-233
Cdyl	0	-4	521	266
Nfatc3	0	-5	521	61
Akap7	0	-6	521	-233
Ube3a	0	-6	521	-233
Il33	0	-6	521	-233
Trim2	0	-7	521	-425
Rrm2	0	-5	521	61
Rbfox2	0	-6	521	-233
Kif1a	0	-7	521	-425
Col4a5	0	-6	521	-233
Plxnb3	0	-5	521	61
Tafazzin	0	-7	521	-425
Havcr2	0	-6	521	-233
Meox1	0	-4	521	266
Elavl1	0	-5	521	61
Cdh20	0	-6	521	-233
Phlda3	0	-5	521	61
Vamp4	0	-6	521	-233
Foxc1	0	-6	521	-233
Ffar3	0	-7	521	-425
Ern2	0	-5	521	61
Ntsr1	0	-7	521	-425
Mafa	0	-6	521	-233
Smad6	0	-5	521	61
Runx2	0	-9	521	-503
Nanog	0	-7	521	-425
Dnmt3b	0	-5	521	61
Xkr9	0	-5	521	61
Scn3a	0	-8	521	-483
Med1	0	-7	521	-425
Sting1	0	-4	521	266
Qk	0	-4	521	266
Blnk	0	-6	521	-233
Sox2	0	-5	521	61
Oip5	0	-6	521	-233
Steap4	0	-6	521	-233
Thsd7a	0	-7	521	-425
Nod1	0	-4	521	266
RGD1566401	0	-9	521	-503
Tuba1b	0	-6	521	-233
Bex4	0	-7	521	-425
Suv39h1-ps1	0	-6	521	-233
Retreg1	0	-5	521	61
Trpm7	0	-7	521	-425
Pigf	0	-5	521	61
Rgmb	0	-7	521	-425
Cgas	0	-4	521	266
Tnfaip3	0	-5	521	61
E2f2	0	-5	521	61
Sik3	0	-7	521	-425
Crtc1	0	-4	521	266
Nlrp2	0	-6	521	-233
Ddr2	0	-7	521	-425
Tslp	0	-6	521	-233
Hoxd9	0	-6	521	-233
Mapk11	0	-6	521	-233
Tctn2	0	-5	521	61
Fpr2	0	-6	521	-233
Oc90	0	-4	521	266
Mlkl	0	-7	521	-425
Ccdc85c	0	-7	521	-425
Gpr17	0	-7	521	-425
LOC100125364	0	-7	521	-425
Mir329	0	-5	521	61
Mir337	0	-6	521	-233
Mir338	0	-8	521	-483
Mir344-1	0	-5	521	61
Mir17	0	-7	521	-425
Mir23b	0	-3	521	324
Mir24-1	0	-5	521	61
Mir30c1	0	-7	521	-425
Mir30c2	0	-7	521	-425
Mir32	0	-5	521	61
Mir34c	0	-5	521	61
Mir34a	0	-11	521	-512
Mir125b2	0	-5	521	61
Mir128-1	0	-9	521	-503
Mir128-2	0	-7	521	-425
Mir137	0	-7	521	-425
Mir143	0	-7	521	-425
Mir152	0	-5	521	61
Mir210	0	-8	521	-483
Mir211	0	-5	521	61
Mir214	0	-9	521	-503
Mir219a1	0	-5	521	61
Mir222	0	-7	521	-425
Mir133b	0	-5	521	61
Mir541	0	-3	521	324
Mir494	0	-6	521	-233
Mir485	0	-8	521	-483
Mir877	0	-5	521	61
Mir384	0	-5	521	61
Mir339	0	-6	521	-233
Mir93	0	-5	521	61
Mir125b1	0	-5	521	61
Mir150	0	-7	521	-425
Mir190	0	-5	521	61
Mir539	0	-7	521	-425
Mir363	0	-6	521	-233
Mir182	0	-7	521	-425
Mir582	0	-6	521	-233
Mir216a	0	-7	521	-425
Mir328	0	-8	521	-483
Mir26b	0	-7	521	-425
Mir125a	0	-6	521	-233
Mir130a	0	-7	521	-425
Mir193	0	-6	521	-233
Mir212	0	-8	521	-483
Mir290	0	-5	521	61
Mir423	0	-6	521	-233
Mir532	0	-5	521	61
Mir873	0	-5	521	61
Mir592	0	-5	521	61
Mir140	0	-8	521	-483
Mir24-2	0	-5	521	61
Mir101a	0	-6	521	-233
Mir135a	0	-6	521	-233
Mir195	0	-6	521	-233
Mir26a	0	-8	521	-483
Mir124-1	0	-8	521	-483
Fosb	0	-6	521	-233
Mir126a	0	-6	521	-233
Mir702	0	-4	521	266
Mir449c	0	-5	521	61
Pvt1	0	-8	521	-483
Oip5-as1	0	-6	521	-233
LOC100911252	0	-5	521	61
Nupr1	0	-6	521	-233
Mir3075	0	-6	521	-233
Miat	0	-7	521	-425
Apela	0	-5	521	61
Mir148a	0	-7	521	-425
Mir149	0	-5	521	61
Mir452	0	-5	521	61
Crnde	0	-5	521	61
Carmn	0	-6	521	-233
